time,v_perp,v_para,pitch_angle,v_perp_eV,v_para_eV,inval_lat
1.771,1385.38,346.828,75.9449,0.160042,0.0100305,74.9989
1.782,1391.83,346.836,76.0073,0.161536,0.010031,74.9989
1.793,1398.29,346.844,76.069,0.163038,0.0100314,74.9989
1.804,1404.74,346.851,76.1302,0.164546,0.0100319,74.9989
1.815,1411.19,346.859,76.1909,0.166061,0.0100323,74.9989
1.826,1417.65,346.867,76.2511,0.167583,0.0100328,74.9988
1.837,1424.1,346.875,76.3108,0.169113,0.0100332,74.9988
1.848,1430.55,346.883,76.3699,0.170649,0.0100337,74.9988
1.859,1437.01,346.891,76.4285,0.172192,0.0100341,74.9988
1.87,1443.46,346.899,76.4867,0.173742,0.0100346,74.9988
1.881,1449.91,346.907,76.5443,0.175299,0.0100351,74.9988
1.892,1456.37,346.915,76.6015,0.176863,0.0100356,74.9988
1.903,1462.82,346.924,76.6582,0.178433,0.010036,74.9988
1.914,1469.27,346.932,76.7144,0.180011,0.0100365,74.9988
1.925,1475.72,346.94,76.7701,0.181596,0.010037,74.9988
1.936,1482.18,346.949,76.8254,0.183187,0.0100375,74.9988
1.947,1488.63,346.958,76.8802,0.184786,0.010038,74.9988
1.958,1495.08,346.966,76.9346,0.186392,0.0100385,74.9988
1.969,1501.54,346.975,76.9885,0.188004,0.010039,74.9988
1.98,1507.99,346.984,77.042,0.189623,0.0100395,74.9987
1.991,1514.44,346.993,77.095,0.19125,0.0100401,74.9987
2.002,1520.9,347.002,77.1476,0.192883,0.0100406,74.9987
2.013,1527.35,347.011,77.1998,0.194523,0.0100411,74.9987
2.024,1533.8,347.02,77.2516,0.196171,0.0100416,74.9987
2.035,1540.26,347.029,77.3029,0.197825,0.0100422,74.9987
2.046,1546.71,347.039,77.3538,0.199486,0.0100427,74.9987
2.057,1553.16,347.048,77.4044,0.201154,0.0100433,74.9987
2.068,1559.61,347.057,77.4545,0.202829,0.0100438,74.9987
2.079,1566.07,347.067,77.5042,0.204511,0.0100444,74.9987
2.09,1572.52,347.077,77.5536,0.206199,0.0100449,74.9987
2.101,1578.97,347.086,77.6025,0.207895,0.0100455,74.9987
2.112,1585.43,347.096,77.6511,0.209598,0.010046,74.9987
2.123,1591.88,347.106,77.6993,0.211308,0.0100466,74.9987
