x,time,relative_density,v_perp,v_para,pitch_angle,v_perp_eV,v_para_eV,energy,energy_density,inval_lat
2,2.884,1,2038.28,348.001,80.3112,0.346437,0.0100985,0.356535,0.356535,74.9982
3,5.729,1,3706.78,356.576,84.5053,1.14575,0.0106023,1.15635,1.15635,74.9964
4,8.466,1,5311.32,376.55,85.9448,2.35234,0.0118233,2.36416,2.36416,74.9946
5,11.018,1,6806.75,409.988,86.5531,3.86344,0.0140164,3.87746,3.87746,74.9928
6,13.334,1,8163.18,456.179,86.8015,5.55666,0.0173526,5.57401,5.57401,74.991
7,15.404,1,9374.79,512.765,86.8693,7.32855,0.0219246,7.35048,7.35048,74.9892
8,17.243,1,10450.4,576.95,86.84,9.10677,0.0277569,9.13453,9.13453,74.9874
9,18.881,1,11407.8,646.406,86.7569,10.8517,0.0348422,10.8865,10.8865,74.9856
10,20.347,1,12263.9,719.278,86.6434,12.5415,0.0431409,12.5847,12.5847,74.9838
11,21.67,1,13035.8,794.372,86.5128,14.1699,0.0526191,14.2225,14.2225,74.982
12,22.872,1,13736.4,870.747,86.3729,15.734,0.0632236,15.7972,15.7972,74.9802
13,23.972,1,14376.9,947.796,86.2282,17.2356,0.0749074,17.3105,17.3105,74.9784
14,24.986,1,14966.7,1025.15,86.0816,18.6788,0.087634,18.7665,18.7665,74.9766
15,25.927,1,15513.5,1102.59,85.9347,20.0686,0.101373,20.17,20.17,74.9748
16,26.803,1,16022,1179.74,85.7888,21.4057,0.116055,21.5218,21.5218,74.973
17,27.625,1,16498.6,1256.7,85.6442,22.6982,0.131692,22.8299,22.8299,74.9712
18,28.397,1,16945.7,1333.13,85.5018,23.9451,0.148197,24.0933,24.0933,74.9694
19,29.126,1,17367.5,1409.08,85.3616,25.1517,0.165565,25.3173,25.3173,74.9676
20,29.818,1,17767.3,1484.65,85.2234,26.3232,0.1838,26.507,26.507,74.9658
21,30.475,1,18146.5,1559.6,85.0878,27.4588,0.202826,27.6616,27.6616,74.964
22,31.101,1,18507.4,1633.97,84.9546,28.5618,0.222631,28.7844,28.7844,74.9622
23,31.7,1,18852.3,1707.88,84.8235,29.6363,0.243227,29.8795,29.8795,74.9604
24,32.273,1,19181.8,1781.14,84.695,30.6814,0.264541,30.9459,30.9459,74.9586
25,32.823,1,19497.7,1853.85,84.5686,31.7003,0.28658,31.9869,31.9869,74.9568
26,33.352,1,19801.2,1926.03,84.4444,32.6949,0.309329,33.0042,33.0042,74.955
27,33.862,1,20093.5,1997.72,84.3222,33.667,0.332785,33.9998,33.9998,74.9532
28,34.354,1,20375,2068.87,84.2021,34.6172,0.356911,34.9741,34.9741,74.9514
29,34.829,1,20646.5,2139.43,84.084,35.5459,0.381672,35.9276,35.9276,74.9496
30,35.289,1,20909.1,2209.54,83.9678,36.4559,0.407097,36.863,36.863,74.9478
31,35.735,1,21163.4,2279.2,83.8532,37.348,0.433171,37.7812,37.7812,74.946
32,36.167,1,21409.4,2348.27,83.7406,38.2213,0.459824,38.6811,38.6811,74.9442
33,36.587,1,21648.3,2416.95,83.6295,39.0789,0.487112,39.5661,39.5661,74.9424
34,36.995,1,21880.1,2485.11,83.5202,39.9201,0.514975,40.4351,40.4351,74.9406
35,37.392,1,22105.3,2552.82,83.4124,40.7462,0.54342,41.2896,41.2896,74.9388
36,37.778,1,22324,2619.97,83.3063,41.5564,0.572386,42.1288,42.1288,74.937
37,38.155,1,22537.3,2686.83,83.2015,42.3544,0.60197,42.9564,42.9564,74.9352
38,38.523,1,22745.3,2753.3,83.098,43.1397,0.632125,43.7718,43.7718,74.9334
39,38.882,1,22947.9,2819.32,82.9959,43.9117,0.6628,44.5745,44.5745,74.9316
40,39.233,1,23145.7,2884.98,82.8951,44.6721,0.694034,45.3662,45.3662,74.9298
41,39.575,1,23338.3,2950.03,82.7958,45.4184,0.725686,46.1441,46.1441,74.928
42,39.911,1,23527.2,3014.98,82.6974,46.1566,0.757993,46.9146,46.9146,74.9262
43,40.239,1,23711.3,3079.39,82.6004,46.8821,0.790721,47.6728,47.6728,74.9245
44,40.56,1,23891.3,3143.37,82.5047,47.5966,0.823925,48.4205,48.4205,74.9227
45,40.875,1,24067.8,3207.1,82.4099,48.3021,0.857668,49.1598,49.1598,74.9209
46,41.184,1,24240.6,3270.5,82.3161,48.9983,0.891917,49.8902,49.8902,74.9191
47,41.487,1,24409.8,3333.55,82.2235,49.6849,0.926634,50.6116,50.6116,74.9173
48,41.784,1,24575.5,3396.18,82.1319,50.3617,0.961783,51.3235,51.3235,74.9155
49,42.076,1,24738.2,3458.58,82.0412,51.0306,0.997448,52.0281,52.0281,74.9137
50,42.362,1,24897.3,3520.48,81.9517,51.6893,1.03347,52.7227,52.7227,74.9119
51,42.644,1,25054,3582.27,81.8629,52.342,1.07007,53.412,53.412,74.9101
52,42.921,1,25207.7,3643.72,81.775,52.9862,1.10709,54.0933,54.0933,74.9083
53,43.193,1,25358.5,3704.77,81.6881,53.6218,1.14451,54.7663,54.7663,74.9065
54,43.461,1,25506.8,3765.63,81.602,54.251,1.18242,55.4334,55.4334,74.9047
55,43.724,1,25652.2,3826.03,81.5169,54.8711,1.22065,56.0918,56.0918,74.9029
56,43.983,1,25795.2,3886.16,81.4325,55.4845,1.25932,56.7438,56.7438,74.9011
57,44.239,1,25936.3,3946.25,81.3487,56.0933,1.29857,57.3918,57.3918,74.8993
58,44.49,1,26074.5,4005.79,81.266,56.6926,1.33805,58.0307,58.0307,74.8976
59,44.738,1,26210.8,4065.22,81.1838,57.2871,1.37804,58.6652,58.6652,74.8958
60,44.982,1,26344.8,4124.29,81.1025,57.8743,1.41838,59.2927,59.2927,74.894
61,45.223,1,26477,4183.21,81.0218,58.4564,1.4592,59.9156,59.9156,74.8922
62,45.46,1,26606.8,4241.71,80.942,59.0309,1.5003,60.5312,60.5312,74.8904
63,45.695,1,26735.3,4300.28,80.8624,59.6026,1.54201,61.1446,61.1446,74.8886
64,45.926,1,26861.5,4358.38,80.7838,60.1665,1.58396,61.7504,61.7504,74.8868
65,46.153,1,26985.3,4416,80.7062,60.7224,1.62612,62.3486,62.3486,74.885
66,46.378,1,27107.9,4473.62,80.6289,61.2753,1.66883,62.9441,62.9441,74.8832
67,46.601,1,27229.2,4531.23,80.5519,61.825,1.71209,63.5371,63.5371,74.8814
68,46.82,1,27348.1,4588.3,80.476,62.3664,1.75549,64.1219,64.1219,74.8797
69,47.036,1,27465.3,4645.06,80.4007,62.9021,1.79919,64.7013,64.7013,74.8779
70,47.25,1,27581.3,4701.76,80.3258,63.4343,1.84339,65.2777,65.2777,74.8761
71,47.462,1,27696,4758.39,80.2513,63.9631,1.88806,65.8512,65.8512,74.8743
72,47.671,1,27809,4814.67,80.1775,64.4858,1.93298,66.4188,66.4188,74.8725
73,47.877,1,27920.1,4870.57,80.1045,65.0025,1.97813,66.9806,66.9806,74.8707
74,48.081,1,28030.1,4926.36,80.0319,65.5154,2.02371,67.5391,67.5391,74.8689
75,48.283,1,28138.8,4982.02,79.9597,66.0246,2.06969,68.0943,68.0943,74.8671
76,48.483,1,28246.3,5037.54,79.888,66.53,2.11608,68.6461,68.6461,74.8653
77,48.68,1,28352,5092.64,79.817,67.0291,2.16262,69.1917,69.1917,74.8636
78,48.876,1,28457.1,5147.84,79.7462,67.5268,2.20976,69.7366,69.7366,74.8618
79,49.069,1,28560.4,5202.59,79.6761,68.018,2.25702,70.2751,70.2751,74.86
80,49.26,1,28662.5,5257.16,79.6066,68.5053,2.30461,70.8099,70.8099,74.8582
81,49.449,1,28763.4,5311.52,79.5375,68.9885,2.35251,71.341,71.341,74.8564
