x,time,relative_density,v_perp,v_para,pitch_angle,v_perp_eV,v_para_eV,energy,energy_density,inval_lat
2,2.887,1,640.011,346.557,61.5651,0.0341562,0.0100148,0.0441711,0.0441711,74.9982
3,5.77,1,933.21,347.198,69.5924,0.0726197,0.0100519,0.0826716,0.0826716,74.9964
4,8.646,1,1225.59,348.395,74.1313,0.125253,0.0101214,0.135374,0.135374,74.9946
5,11.509,1,1516.55,350.314,76.9932,0.191782,0.0102332,0.202015,0.202015,74.9928
6,14.353,1,1805.47,353.106,78.934,0.271816,0.010397,0.282213,0.282213,74.991
7,17.171,1,2091.64,356.911,80.3165,0.364812,0.0106222,0.375434,0.375434,74.9892
8,19.954,1,2374.15,361.841,81.3343,0.470013,0.0109177,0.480931,0.480931,74.9874
9,22.695,1,2652.28,367.989,82.1009,0.586588,0.0112919,0.59788,0.59788,74.9856
10,25.386,1,2925.22,375.418,82.6867,0.713532,0.0117524,0.725284,0.725284,74.9838
11,28.02,1,3192.27,384.162,83.1379,0.849757,0.0123062,0.862063,0.862063,74.982
12,30.591,1,3452.81,394.229,83.4864,0.994124,0.0129597,1.00708,1.00708,74.9802
13,33.092,1,3706.13,405.592,83.7545,1.14535,0.0137175,1.15907,1.15907,74.9784
14,35.521,1,3952.04,418.216,83.9593,1.30238,0.0145847,1.31697,1.31697,74.9766
15,37.874,1,4190.13,432.036,84.1131,1.46403,0.0155645,1.47959,1.47959,74.9748
16,40.15,1,4420.29,446.981,84.2259,1.62928,0.0166599,1.64594,1.64594,74.973
17,42.348,1,4642.43,462.965,84.305,1.79716,0.0178728,1.81503,1.81503,74.9712
18,44.47,1,4856.76,479.915,84.3567,1.96693,0.0192054,1.98614,1.98614,74.9694
19,46.516,1,5063.28,497.733,84.3857,2.13776,0.020658,2.15842,2.15842,74.9676
20,48.489,1,5262.3,516.344,84.396,2.30912,0.0222318,2.33135,2.33135,74.9658
21,50.39,1,5453.92,535.654,84.3907,2.48035,0.0239256,2.50427,2.50427,74.964
22,52.223,1,5638.55,555.598,84.3725,2.65112,0.0257405,2.67687,2.67687,74.9622
23,53.991,1,5816.5,576.109,84.3435,2.8211,0.027676,2.84878,2.84878,74.9604
24,55.696,1,5987.98,597.108,84.3054,2.98989,0.0297304,3.01962,3.01962,74.9586
25,57.341,1,6153.29,618.536,84.2598,3.15725,0.0319025,3.18916,3.18916,74.9568
26,58.93,1,6312.84,640.351,84.2079,3.32311,0.0341926,3.3573,3.3573,74.955
27,60.466,1,6466.94,662.508,84.1507,3.48733,0.0365997,3.52393,3.52393,74.9532
28,61.95,1,6615.7,684.937,84.0891,3.64961,0.0391197,3.68873,3.68873,74.9514
29,63.387,1,6759.61,707.632,84.0237,3.81012,0.0417551,3.85188,3.85188,74.9496
30,64.777,1,6898.7,730.518,83.9554,3.96853,0.0444997,4.01303,4.01303,74.9478
31,66.125,1,7033.46,753.606,83.8843,4.12509,0.047357,4.17245,4.17245,74.946
32,67.432,1,7164.01,776.847,83.8112,4.27964,0.050323,4.32996,4.32996,74.9442
33,68.7,1,7290.54,800.213,83.7363,4.43215,0.0533958,4.48554,4.48554,74.9424
34,69.932,1,7413.35,823.7,83.6599,4.58273,0.0565762,4.63931,4.63931,74.9406
35,71.129,1,7532.57,847.272,83.5823,4.73131,0.0598606,4.79117,4.79117,74.9388
36,72.293,1,7648.39,870.915,83.5038,4.87792,0.063248,4.94117,4.94117,74.937
37,73.426,1,7761,894.621,83.4245,5.02263,0.066738,5.08937,5.08937,74.9352
38,74.529,1,7870.53,918.363,83.3446,5.16539,0.0703273,5.23572,5.23572,74.9334
39,75.604,1,7977.17,942.142,83.2643,5.30632,0.0740163,5.38033,5.38033,74.9316
40,76.652,1,8081.03,965.937,83.1837,5.44538,0.0778024,5.52318,5.52318,74.9298
41,77.675,1,8182.3,989.757,83.1028,5.58272,0.0816869,5.66441,5.66441,74.928
42,78.674,1,8281.1,1013.59,83.0218,5.71835,0.0856679,5.80402,5.80402,74.9263
43,79.649,1,8377.42,1037.4,82.9409,5.85215,0.0897396,5.94189,5.94189,74.9245
44,80.602,1,8471.46,1061.2,82.8599,5.98428,0.0939044,6.07819,6.07819,74.9227
45,81.534,1,8563.34,1084.98,82.7791,6.11479,0.0981613,6.21295,6.21295,74.9209
46,82.445,1,8653.05,1108.73,82.6984,6.24358,0.102504,6.34609,6.34609,74.9191
47,83.338,1,8740.9,1132.48,82.6178,6.37099,0.106943,6.47794,6.47794,74.9173
