x,time,relative_density,v_perp,v_para,pitch_angle,v_perp_eV,v_para_eV,energy,energy_density,inval_lat
2,2.887,1,933.845,346.75,69.6293,0.0727185,0.010026,0.0827444,0.0827444,74.9982
3,5.765,1,1519.35,348.317,77.0878,0.192491,0.0101168,0.202608,0.202608,74.9964
4,8.624,1,2100.78,351.673,80.4967,0.368006,0.0103127,0.378319,0.378319,74.9946
5,11.446,1,2674.47,357.413,82.3882,0.596445,0.0106521,0.607097,0.607097,74.9928
6,14.213,1,3236.76,366.02,83.5483,0.873607,0.0111713,0.884779,0.884779,74.991
7,16.904,1,3783.38,377.812,84.2973,1.19359,0.0119027,1.20549,1.20549,74.9892
8,19.501,1,4310.68,392.927,84.7918,1.54948,0.0128741,1.56235,1.56235,74.9874
9,21.99,1,4815.8,411.333,85.118,1.93389,0.0141085,1.948,1.948,74.9856
10,24.361,1,5296.72,432.849,85.3282,2.33943,0.0156231,2.35505,2.35505,74.9838
11,26.61,1,5752.64,457.204,85.4558,2.7595,0.0174307,2.77693,2.77693,74.982
12,28.736,1,6183.37,484.06,85.5238,3.1882,0.0195386,3.20773,3.20773,74.9802
13,30.743,1,6589.71,513.085,85.5478,3.621,0.021952,3.64295,3.64295,74.9784
14,32.636,1,6972.71,543.939,85.5394,4.05414,0.0246715,4.07881,4.07881,74.9766
15,34.422,1,7333.79,576.322,85.5067,4.4849,0.0276965,4.51259,4.51259,74.9748
16,36.109,1,7674.59,609.975,85.4557,4.91141,0.0310256,4.94243,4.94243,74.973
17,37.704,1,7996.55,644.656,85.391,5.33213,0.0346539,5.36678,5.36678,74.9712
18,39.214,1,8301.09,680.158,85.3159,5.746,0.0385758,5.78457,5.78457,74.9694
19,40.646,1,8589.65,716.311,85.233,6.15242,0.0427857,6.1952,6.1952,74.9676
20,42.008,1,8863.85,753.018,85.1442,6.55149,0.0472831,6.59877,6.59877,74.9658
21,43.304,1,9124.52,790.11,85.051,6.9425,0.0520559,6.99455,6.99455,74.964
22,44.541,1,9373.1,827.537,84.9545,7.32591,0.0571045,7.38301,7.38301,74.9622
23,45.723,1,9610.39,865.195,84.8557,7.70153,0.0624199,7.76395,7.76395,74.9604
24,46.854,1,9837.21,903.002,84.7553,8.06936,0.0679943,8.13736,8.13736,74.9586
25,47.939,1,10054.6,940.938,84.6537,8.42994,0.0738273,8.50376,8.50376,74.9568
26,48.981,1,10263.1,978.939,84.5514,8.78327,0.0799109,8.86318,8.86318,74.955
27,49.983,1,10463.5,1016.96,84.4488,9.12952,0.0862383,9.21576,9.21576,74.9532
28,50.948,1,10656.2,1054.96,84.3462,9.46895,0.0928048,9.56176,9.56176,74.9514
29,51.879,1,10842,1092.95,84.2436,9.80194,0.0996083,9.90155,9.90155,74.9496
30,52.779,1,11021.3,1130.92,84.1413,10.129,0.106649,10.2356,10.2356,74.9478
31,53.649,1,11194.6,1168.81,84.0394,10.4498,0.113915,10.5637,10.5637,74.946
32,54.491,1,11362,1206.6,83.9381,10.7648,0.121401,10.8862,10.8862,74.9442
33,55.307,1,11524.1,1244.3,83.8375,11.0741,0.129105,11.2032,11.2032,74.9424
34,56.098,1,11681,1281.85,83.7375,11.3778,0.137016,11.5148,11.5148,74.9406
