x,time,relative_density,v_perp,v_para,pitch_angle,v_perp_eV,v_para_eV,energy,energy_density,inval_lat
2,2.885,1,1831.6,347.704,79.2511,0.279742,0.0100813,0.289823,0.289823,74.9982
3,5.738,1,3299.9,354.559,83.8674,0.908022,0.0104827,0.918505,0.918505,74.9964
4,8.503,1,4722.36,370.525,85.5137,1.85958,0.011448,1.87102,1.87102,74.9946
5,11.114,1,6065.03,397.638,86.2489,3.06734,0.0131847,3.08052,3.08052,74.9928
6,13.521,1,7302.19,435.919,86.5837,4.44633,0.0158456,4.46217,4.46217,74.991
7,15.7,1,8421.52,483.803,86.7121,5.91392,0.0195179,5.93344,5.93344,74.9892
8,17.659,1,9427.17,539.227,86.7263,7.41068,0.0242459,7.43493,7.43493,74.9874
9,19.418,1,10329.5,600.164,86.6747,8.8972,0.0300355,8.92724,8.92724,74.9856
10,21.001,1,11140.9,664.901,86.5846,10.3499,0.0368646,10.3867,10.3867,74.9838
11,22.434,1,11874.8,732.217,86.4715,11.7583,0.044707,11.803,11.803,74.982
12,23.739,1,12542.5,801.192,86.345,13.1178,0.0535265,13.1713,13.1713,74.9802
13,24.936,1,13154.3,871.243,86.2107,14.4289,0.0632956,14.4922,14.4922,74.9784
14,26.039,1,13717.6,941.812,86.0724,15.691,0.0739645,15.7649,15.7649,74.9766
15,27.063,1,14239.9,1012.71,85.9321,16.9088,0.0855191,16.9943,16.9943,74.9748
16,28.017,1,14726.1,1083.59,85.7916,18.083,0.0979096,18.1809,18.1809,74.973
17,28.911,1,15181.2,1154.38,85.6516,19.2179,0.111121,19.3291,19.3291,74.9712
18,29.752,1,15608.8,1224.95,85.5127,20.3159,0.125122,20.441,20.441,74.9694
19,30.546,1,16012.1,1295.21,85.3755,21.3793,0.139885,21.5191,21.5191,74.9676
20,31.298,1,16393.6,1365.07,85.2401,22.4102,0.155383,22.5656,22.5656,74.9658
21,32.012,1,16755.5,1434.46,85.1067,23.4104,0.171583,23.582,23.582,74.964
22,32.693,1,17100.2,1503.48,84.9754,24.3835,0.188492,24.572,24.572,74.9622
23,33.344,1,17429.3,1572.1,84.8459,25.3312,0.20609,25.5373,25.5373,74.9604
24,33.966,1,17743.4,1640.11,84.7189,26.2524,0.224307,26.4767,26.4767,74.9586
25,34.564,1,18045,1707.79,84.5936,27.1525,0.2432,27.3957,27.3957,74.9568
26,35.138,1,18334.2,1774.9,84.4705,28.0297,0.26269,28.2924,28.2924,74.955
27,35.691,1,18612.5,1841.57,84.3494,28.887,0.282795,29.1698,29.1698,74.9532
28,36.225,1,18880.8,1907.85,84.23,29.726,0.303519,30.0295,30.0295,74.9514
29,36.74,1,19139.3,1973.57,84.1127,30.5456,0.32479,30.8703,30.8703,74.9496
30,37.238,1,19389,2038.82,83.9972,31.3477,0.346619,31.6943,31.6943,74.9478
31,37.721,1,19630.8,2103.71,83.8833,32.1345,0.369034,32.5036,32.5036,74.946
32,38.189,1,19864.9,2168.11,83.7712,32.9053,0.391974,33.2973,33.2973,74.9442
33,38.644,1,20092.1,2232.18,83.6606,33.6625,0.415483,34.078,34.078,74.9424
34,39.086,1,20312.6,2295.8,83.5516,34.4054,0.439506,34.8449,34.8449,74.9406
35,39.515,1,20526.3,2358.88,83.4443,35.1332,0.463988,35.5972,35.5972,74.9388
36,39.934,1,20734.8,2421.75,83.3383,35.8506,0.48905,36.3396,36.3396,74.937
37,40.342,1,20937.6,2484.18,83.2337,36.5551,0.51459,37.0697,37.0697,74.9352
38,40.739,1,21134.6,2546.08,83.1307,37.2464,0.540556,37.787,37.787,74.9334
39,41.127,1,21327,2607.7,83.0289,37.9274,0.567034,38.4944,38.4944,74.9316
40,41.506,1,21514.6,2668.95,82.9284,38.5977,0.593984,39.1917,39.1917,74.9298
41,41.877,1,21698,2729.93,82.829,39.2587,0.62144,39.8801,39.8801,74.928
42,42.239,1,21876.8,2790.43,82.7311,39.9082,0.649287,40.5575,40.5575,74.9263
43,42.594,1,22051.8,2850.71,82.6341,40.5495,0.677642,41.2271,41.2271,74.9245
44,42.941,1,22222.8,2910.54,82.5384,41.1804,0.706388,41.8868,41.8868,74.9227
45,43.281,1,22390,2970.06,82.4438,41.8026,0.735572,42.5382,42.5382,74.9209
46,43.614,1,22553.6,3029.2,82.3503,42.4157,0.76516,43.1809,43.1809,74.9191
47,43.941,1,22714,3088.11,82.2578,43.0213,0.795207,43.8165,43.8165,74.9173
48,44.262,1,22871.3,3146.73,82.1662,43.6192,0.825687,44.4449,44.4449,74.9155
49,44.577,1,23025.5,3205.04,82.0756,44.2091,0.856568,45.0657,45.0657,74.9137
50,44.886,1,23176.5,3262.98,81.9861,44.7909,0.88782,45.6787,45.6787,74.9119
51,45.19,1,23324.9,3320.72,81.8974,45.3663,0.919515,46.2858,46.2858,74.9101
52,45.488,1,23470.1,3378.02,81.8098,45.9331,0.951521,46.8846,46.8846,74.9083
53,45.782,1,23613.2,3435.23,81.7227,46.495,0.984027,47.479,47.479,74.9065
54,46.071,1,23753.7,3492.14,81.6366,47.0499,1.0169,48.0668,48.0668,74.9047
55,46.355,1,23891.6,3548.71,81.5514,47.5978,1.05011,48.6479,48.6479,74.9029
56,46.634,1,24026.9,3604.91,81.4672,48.1384,1.08364,49.222,49.222,74.9011
57,46.91,1,24160.6,3661.12,81.3834,48.6754,1.11769,49.7931,49.7931,74.8993
58,47.181,1,24291.6,3716.9,81.3006,49.2049,1.15201,50.3569,50.3569,74.8976
59,47.448,1,24420.6,3772.44,81.2185,49.7288,1.1867,50.9155,50.9155,74.8958
60,47.711,1,24547.5,3827.71,81.1372,50.2468,1.22173,51.4685,51.4685,74.894
61,47.97,1,24672.2,3882.69,81.0567,50.7588,1.25707,52.0159,52.0159,74.8922
62,48.226,1,24795.4,3937.57,80.9766,51.2668,1.29286,52.5597,52.5597,74.8904
63,48.478,1,24916.4,3992.11,80.8974,51.7687,1.32893,53.0976,53.0976,74.8886
64,48.727,1,25035.9,4046.52,80.8188,52.2664,1.36539,53.6317,53.6317,74.8868
65,48.973,1,25153.8,4100.77,80.7407,52.7597,1.40225,54.1619,54.1619,74.885
66,49.215,1,25269.6,4154.62,80.6634,53.2466,1.43932,54.6859,54.6859,74.8832
67,49.454,1,25383.8,4208.27,80.5868,53.729,1.47674,55.2058,55.2058,74.8814
68,49.69,1,25496.5,4261.72,80.5108,54.2069,1.51449,55.7214,55.7214,74.8797
69,49.923,1,25607.5,4314.94,80.4353,54.6802,1.55255,56.2327,56.2327,74.8779
70,50.154,1,25717.5,4368.15,80.3602,55.1508,1.59107,56.7418,56.7418,74.8761
71,50.381,1,25825.4,4420.87,80.2861,55.6146,1.62971,57.2443,57.2443,74.8743
72,50.606,1,25932.2,4473.55,80.2123,56.0756,1.66878,57.7443,57.7443,74.8725
73,50.828,1,26037.4,4525.94,80.1391,56.5317,1.7081,58.2398,58.2398,74.8707
74,51.048,1,26141.6,4578.27,80.0663,56.9849,1.74783,58.7327,58.7327,74.8689
75,51.265,1,26244.2,4630.28,79.9942,57.4331,1.78776,59.2209,59.2209,74.8671
76,51.48,1,26345.7,4682.21,79.9225,57.8783,1.82808,59.7064,59.7064,74.8653
77,51.692,1,26445.7,4733.78,79.8515,58.3184,1.86858,60.187,60.187,74.8636
78,51.902,1,26544.6,4785.25,79.7809,58.7554,1.90943,60.6648,60.6648,74.8618
79,52.11,1,26642.4,4836.6,79.7107,59.1893,1.95063,61.1399,61.1399,74.86
80,52.316,1,26739.2,4887.81,79.641,59.62,1.99215,61.6121,61.6121,74.8582
81,52.519,1,26834.4,4938.62,79.5719,60.0453,2.03379,62.0791,62.0791,74.8564
82,52.721,1,26929,4989.54,79.503,60.4695,2.07594,62.5455,62.5455,74.8546
83,52.92,1,27022.1,5040.03,79.4349,60.8883,2.11818,63.0065,63.0065,74.8528
84,53.118,1,27114.6,5090.61,79.3668,61.3059,2.1609,63.4668,63.4668,74.851
85,53.313,1,27205.6,5140.75,79.2996,61.718,2.20368,63.9216,63.9216,74.8493
86,53.507,1,27296,5190.95,79.2325,62.1288,2.24693,64.3757,64.3757,74.8475
87,53.699,1,27385.3,5240.96,79.1658,62.5361,2.29043,64.8265,64.8265,74.8457
88,53.888,1,27473.1,5290.49,79.1,62.9378,2.33392,65.2717,65.2717,74.8439
89,54.077,1,27560.8,5340.32,79.034,63.3403,2.3781,65.7184,65.7184,74.8421
90,54.263,1,27647,5389.66,78.9688,63.7371,2.42225,66.1594,66.1594,74.8403
91,54.448,1,27732.7,5439.04,78.9038,64.1325,2.46683,66.5993,66.5993,74.8385
92,54.631,1,27817.2,5488.16,78.8392,64.5242,2.51159,67.0358,67.0358,74.8368
93,54.812,1,27900.8,5537.04,78.7752,64.9124,2.55653,67.4689,67.4689,74.835
94,54.992,1,27983.7,5585.92,78.7114,65.299,2.60187,67.9008,67.9008,74.8332
95,55.17,1,28065.7,5634.54,78.6481,65.6819,2.64735,68.3293,68.3293,74.8314
96,55.347,1,28147,5683.15,78.5849,66.0633,2.69323,68.7565,68.7565,74.8296
97,55.522,1,28227.4,5731.48,78.5223,66.4409,2.73923,69.1802,69.1802,74.8278
98,55.696,1,28307.1,5779.8,78.4599,66.817,2.78561,69.6026,69.6026,74.8261
99,55.868,1,28385.9,5827.81,78.398,67.1892,2.83209,70.0213,70.0213,74.8243
100,56.039,1,28464.1,5875.81,78.3363,67.5598,2.87892,70.4388,70.4388,74.8225
101,56.209,1,28541.7,5923.77,78.2748,67.9288,2.92611,70.8549,70.8549,74.8207
102,56.377,1,28618.3,5971.41,78.2139,68.2939,2.97337,71.2673,71.2673,74.8189
103,56.543,1,28693.9,6018.73,78.1536,68.6551,3.02068,71.6758,71.6758,74.8171
104,56.709,1,28769.3,6066.28,78.0931,69.0168,3.0686,72.0854,72.0854,74.8154
105,56.873,1,28843.8,6113.5,78.0331,69.3746,3.11656,72.4911,72.4911,74.8136
106,57.036,1,28917.7,6160.66,77.9734,69.7306,3.16483,72.8954,72.8954,74.8118
107,57.198,1,28991.1,6207.76,77.914,70.0849,3.2134,73.2983,73.2983,74.81
108,57.358,1,29063.5,6254.5,77.8551,70.4352,3.26198,73.6972,73.6972,74.8082
109,57.518,1,29135.7,6301.47,77.796,70.7859,3.31115,74.097,74.097,74.8064
110,57.676,1,29207,6348.06,77.7376,71.1326,3.3603,74.4929,74.4929,74.8047
111,57.833,1,29277.7,6394.58,77.6794,71.4774,3.40972,74.8872,74.8872,74.8029
112,57.988,1,29347.4,6440.71,77.6219,71.8183,3.4591,75.2774,75.2774,74.8011
113,58.143,1,29417,6487.06,77.5641,72.1594,3.50906,75.6685,75.6685,74.7993
114,58.297,1,29486.1,6533.31,77.5067,72.4988,3.55927,76.058,76.058,74.7975
115,58.449,1,29554.2,6579.16,77.4498,72.834,3.60941,76.4434,76.4434,74.7958
116,58.601,1,29622.2,6625.21,77.3929,73.1695,3.66012,76.8296,76.8296,74.794
117,58.751,1,29689.2,6670.86,77.3366,73.501,3.71072,77.2117,77.2117,74.7922
118,58.901,1,29756.2,6716.7,77.2801,73.8327,3.7619,77.5946,77.5946,74.7904
119,59.049,1,29822.1,6762.12,77.2243,74.1603,3.81295,77.9732,77.9732,74.7886
120,59.196,1,29887.5,6807.42,77.1687,74.4859,3.86421,78.3501,78.3501,74.7869
121,59.343,1,29952.8,6852.91,77.1131,74.8118,3.91603,78.7279,78.7279,74.7851
122,59.488,1,30017.1,6897.97,77.0581,75.1336,3.96769,79.1013,79.1013,74.7833
123,59.633,1,30081.4,6943.21,77.0029,75.4556,4.01991,79.4755,79.4755,74.7815
124,59.776,1,30144.7,6988.01,76.9485,75.7734,4.07194,79.8453,79.8453,74.7797
125,59.919,1,30207.9,7032.98,76.8939,76.0914,4.12453,80.2159,80.2159,74.778
126,60.061,1,30270.5,7077.82,76.8396,76.4074,4.17728,80.5847,80.5847,74.7762
127,60.201,1,30332.2,7122.19,76.786,76.7192,4.22982,80.949,80.949,74.7744
128,60.341,1,30393.9,7166.74,76.7323,77.0312,4.2829,81.3141,81.3141,74.7726
129,60.481,1,30455.4,7211.45,76.6784,77.3434,4.33651,81.6799,81.6799,74.7708
130,60.619,1,30515.9,7255.7,76.6253,77.6513,4.38989,82.0412,82.0412,74.7691
131,60.756,1,30576,7299.79,76.5724,77.9572,4.4434,82.4006,82.4006,74.7673
132,60.893,1,30636,7344.04,76.5195,78.2633,4.49744,82.7607,82.7607,74.7655
133,61.029,1,30695.4,7388.13,76.4668,78.5673,4.5516,83.1189,83.1189,74.7637
134,61.163,1,30753.9,7431.73,76.4148,78.867,4.60548,83.4725,83.4725,74.762
135,61.298,1,30812.7,7475.81,76.3624,79.1691,4.66027,83.8294,83.8294,74.7602
136,61.431,1,30870.6,7519.39,76.3106,79.4669,4.71477,84.1817,84.1817,74.7584
137,61.564,1,30928.5,7563.13,76.2588,79.7649,4.76978,84.5346,84.5346,74.7566
138,61.695,1,30985.3,7606.36,76.2076,80.0585,4.82446,84.8829,84.8829,74.7549
139,61.827,1,31042.5,7650.07,76.156,80.3544,4.88007,85.2345,85.2345,74.7531
140,61.957,1,31098.8,7693.27,76.1051,80.6461,4.93534,85.5814,85.5814,74.7513
141,62.087,1,31155,7736.61,76.0541,80.9378,4.99111,85.9289,85.9289,74.7495
142,62.215,1,31210.3,7779.43,76.0037,81.2252,5.04651,86.2717,86.2717,74.7478
143,62.344,1,31265.9,7822.73,75.953,81.515,5.10284,86.6178,86.6178,74.746
144,62.471,1,31320.6,7865.5,75.9029,81.8003,5.15878,86.9591,86.9591,74.7442
145,62.598,1,31375.2,7908.4,75.8528,82.0858,5.21522,87.301,87.301,74.7424
146,62.724,1,31429.3,7951.11,75.803,82.3692,5.2717,87.6409,87.6409,74.7407
147,62.849,1,31482.9,7993.62,75.7535,82.6503,5.32821,87.9786,87.9786,74.7389
148,62.974,1,31536.4,8036.25,75.7039,82.9316,5.38521,88.3168,88.3168,74.7371
149,63.098,1,31589.5,8078.69,75.6546,83.2107,5.44223,88.6529,88.6529,74.7353
150,63.222,1,31642.4,8121.25,75.6053,83.4899,5.49973,88.9896,88.9896,74.7336
151,63.345,1,31694.9,8163.6,75.5563,83.7669,5.55724,89.3242,89.3242,74.7318
152,63.467,1,31746.8,8205.74,75.5077,84.0418,5.61476,89.6565,89.6565,74.73
153,63.588,1,31798.3,8247.66,75.4594,84.3144,5.67227,89.9867,89.9867,74.7282
154,63.709,1,31849.7,8289.71,75.411,84.5872,5.73025,90.3174,90.3174,74.7265
155,63.83,1,31901,8331.88,75.3625,84.86,5.7887,90.6487,90.6487,74.7247
156,63.949,1,31951.4,8373.47,75.3148,85.1283,5.84664,90.975,90.975,74.7229
157,64.068,1,32001.7,8415.19,75.267,85.3967,5.90505,91.3018,91.3018,74.7212
158,64.187,1,32052,8457.04,75.2191,85.6652,5.96391,91.6291,91.6291,74.7194
159,64.305,1,32101.7,8498.65,75.1716,85.9314,6.02275,91.9541,91.9541,74.7176
160,64.422,1,32151,8540.02,75.1245,86.1954,6.08153,92.277,92.277,74.7158
161,64.539,1,32200.2,8581.51,75.0772,86.4595,6.14077,92.6003,92.6003,74.7141
162,64.655,1,32248.9,8622.77,75.0304,86.7214,6.19995,92.9213,92.9213,74.7123
163,64.771,1,32297.6,8664.14,74.9834,86.9832,6.25959,93.2428,93.2428,74.7105
164,64.886,1,32345.8,8705.26,74.9368,87.2429,6.31916,93.5621,93.5621,74.7088
165,65.001,1,32393.9,8746.5,74.8902,87.5026,6.37917,93.8818,93.8818,74.707
166,65.115,1,32441.5,8787.5,74.8439,87.76,6.43911,94.1991,94.1991,74.7052
167,65.228,1,32488.6,8828.24,74.7979,88.0153,6.49895,94.5142,94.5142,74.7034
168,65.341,1,32535.7,8869.09,74.7519,88.2705,6.55924,94.8297,94.8297,74.7017
169,65.454,1,32582.7,8910.05,74.7058,88.5258,6.61997,95.1457,95.1457,74.6999
170,65.566,1,32629.2,8950.76,74.6601,88.7788,6.68059,95.4594,95.4594,74.6981
171,65.677,1,32675.3,8991.21,74.6148,89.0295,6.74111,95.7706,95.7706,74.6964
172,65.788,1,32721.3,9031.76,74.5694,89.2803,6.80206,96.0823,96.0823,74.6946
173,65.899,1,32767.2,9072.42,74.5239,89.5311,6.86343,96.3945,96.3945,74.6928
174,66.009,1,32812.6,9112.82,74.4788,89.7796,6.92469,96.7043,96.7043,74.691
175,66.118,1,32857.6,9152.95,74.4341,90.0258,6.98581,97.0116,97.0116,74.6893
176,66.227,1,32902.5,9193.18,74.3893,90.2721,7.04736,97.3194,97.3194,74.6875
177,66.336,1,32947.4,9233.51,74.3445,90.5183,7.10933,97.6277,97.6277,74.6857
178,66.444,1,32991.7,9273.57,74.3,90.7623,7.17115,97.9335,97.9335,74.684
179,66.551,1,33035.6,9313.35,74.2559,91.004,7.23282,98.2368,98.2368,74.6822
180,66.659,1,33079.9,9353.61,74.2113,91.248,7.29548,98.5435,98.5435,74.6804
181,66.765,1,33123.3,9393.22,74.1675,91.4874,7.35739,98.8448,98.8448,74.6787
182,66.872,1,33167,9433.3,74.1233,91.7291,7.42031,99.1494,99.1494,74.6769
183,66.977,1,33209.8,9472.72,74.0798,91.9662,7.48246,99.4487,99.4487,74.6751
184,67.083,1,33253,9512.61,74.0359,92.2056,7.54561,99.7512,99.7512,74.6734
185,67.188,1,33295.7,9552.22,73.9923,92.4427,7.60858,100.051,100.051,74.6716
186,67.292,1,33338,9591.54,73.9492,92.6775,7.67135,100.349,100.349,74.6698
187,67.396,1,33380.2,9630.95,73.9059,92.9123,7.73453,100.647,100.647,74.6681
188,67.5,1,33422.3,9670.46,73.8627,93.147,7.79811,100.945,100.945,74.6663
