x,relative_density,v_perp,v_para,pitch_angle,v_perp_eV,v_para_eV
1924,0.0246085,41082.2,44637.2,42.6251,134.836,159.181
1925,0.0257271,41073.6,44645.1,42.6141,134.779,159.238
1926,0.0246085,41065.4,44652.6,42.6036,134.726,159.292
1927,0.0257271,41056.8,44660.5,42.5926,134.669,159.348
1928,0.0246085,41048.6,44668.1,42.5821,134.615,159.402
1929,0.0246085,41040.4,44675.6,42.5715,134.562,159.456
1930,0.0257271,41031.8,44683.5,42.5605,134.505,159.512
1931,0.0246085,41023.6,44691,42.55,134.452,159.566
1932,0.0257271,41015,44698.9,42.539,134.395,159.622
1933,0.0246085,41006.8,44706.4,42.5285,134.342,159.676
1934,0.0246085,40998.6,44713.9,42.518,134.288,159.729
1935,0.0257271,40990,44721.8,42.507,134.232,159.786
1936,0.0246085,40981.8,44729.3,42.4965,134.178,159.839
1937,0.0246085,40973.6,44736.8,42.486,134.124,159.893
1938,0.0257271,40965,44744.7,42.475,134.068,159.949
1939,0.0246085,40956.8,44752.2,42.4645,134.014,160.003
1940,0.0246085,40948.6,44759.7,42.454,133.961,160.056
1941,0.0257271,40940,44767.6,42.443,133.905,160.113
1942,0.0246085,40931.8,44775.1,42.4325,133.851,160.166
1943,0.0246085,40923.6,44782.6,42.422,133.797,160.22
1944,0.0257271,40915.1,44790.4,42.411,133.741,160.276
1945,0.0246085,40906.9,44797.9,42.4005,133.688,160.33
1946,0.0246085,40898.7,44805.4,42.39,133.634,160.383
1947,0.0257271,40890.1,44813.2,42.3791,133.578,160.439
1948,0.0246085,40881.9,44820.7,42.3686,133.524,160.493
1949,0.0246085,40873.7,44828.2,42.3581,133.471,160.546
1950,0.0257271,40865.1,44836,42.3472,133.415,160.602
1951,0.0246085,40856.9,44843.5,42.3367,133.361,160.656
1952,0.0246085,40848.7,44850.9,42.3262,133.308,160.709
1953,0.0246085,40840.5,44858.4,42.3157,133.254,160.763
1954,0.0257271,40831.9,44866.2,42.3048,133.198,160.819
1955,0.0246085,40823.7,44873.7,42.2943,133.145,160.872
1956,0.0246085,40815.5,44881.1,42.2838,133.091,160.926
1957,0.0257271,40807,44888.9,42.2729,133.035,160.982
1958,0.0246085,40798.8,44896.4,42.2624,132.982,161.035
1959,0.0246085,40790.6,44903.8,42.252,132.928,161.089
1960,0.0246085,40782.4,44911.3,42.2415,132.875,161.142
1961,0.0257271,40773.8,44919,42.2306,132.819,161.198
1962,0.0246085,40765.6,44926.5,42.2201,132.766,161.251
1963,0.0246085,40757.4,44933.9,42.2097,132.712,161.305
1964,0.0246085,40749.2,44941.3,42.1992,132.659,161.358
1965,0.0257271,40740.6,44949.1,42.1883,132.603,161.414
1966,0.0246085,40732.4,44956.5,42.1778,132.55,161.467
1967,0.0246085,40724.2,44964,42.1674,132.496,161.521
1968,0.0246085,40716,44971.4,42.1569,132.443,161.574
1969,0.0257271,40707.5,44979.1,42.146,132.387,161.63
1970,0.0246085,40699.3,44986.6,42.1356,132.334,161.683
1971,0.0246085,40691.1,44994,42.1252,132.281,161.736
1972,0.0246085,40682.9,45001.4,42.1147,132.228,161.79
1973,0.0257271,40674.3,45009.1,42.1038,132.172,161.845
1974,0.0246085,40666.1,45016.5,42.0934,132.119,161.898
1975,0.0246085,40657.9,45023.9,42.083,132.065,161.952
1976,0.0246085,40649.7,45031.3,42.0725,132.012,162.005
1977,0.0246085,40641.5,45038.7,42.0621,131.959,162.058
1978,0.0257271,40633,45046.5,42.0512,131.903,162.114
1979,0.0246085,40624.8,45053.8,42.0408,131.85,162.167
1980,0.0246085,40616.6,45061.2,42.0304,131.797,162.22
1981,0.0246085,40608.4,45068.6,42.02,131.744,162.273
1982,0.0246085,40600.2,45076,42.0095,131.691,162.326
1983,0.0257271,40591.6,45083.7,41.9987,131.635,162.382
1984,0.0246085,40583.4,45091.1,41.9882,131.582,162.435
1985,0.0246085,40575.3,45098.4,41.9778,131.529,162.488
1986,0.0246085,40567.1,45105.8,41.9674,131.476,162.541
1987,0.0246085,40558.9,45113.2,41.957,131.423,162.594
1988,0.0246085,40550.7,45120.5,41.9466,131.37,162.647
1989,0.0257271,40542.1,45128.2,41.9358,131.314,162.703
1990,0.0246085,40533.9,45135.6,41.9254,131.261,162.756
1991,0.0246085,40525.7,45142.9,41.915,131.208,162.809
1992,0.0246085,40517.6,45150.3,41.9046,131.155,162.862
1993,0.0246085,40509.4,45157.6,41.8942,131.102,162.915
1994,0.0246085,40501.2,45165,41.8838,131.049,162.968
1995,0.0246085,40493,45172.3,41.8734,130.996,163.021
1996,0.0257271,40484.4,45180,41.8626,130.941,163.076
1997,0.0246085,40476.2,45187.3,41.8522,130.888,163.129
1998,0.0246085,40468.1,45194.7,41.8418,130.835,163.182
1999,0.0246085,40459.9,45202,41.8314,130.782,163.235
2000,0.0246085,40451.7,45209.3,41.821,130.729,163.288
2001,0.0246085,40443.5,45216.6,41.8107,130.676,163.341
2002,0.0246085,40435.3,45224,41.8003,130.623,163.394
2003,0.0246085,40427.1,45231.3,41.7899,130.57,163.447
2004,0.0257271,40418.6,45238.9,41.7791,130.515,163.502
2005,0.0246085,40410.4,45246.2,41.7687,130.462,163.555
2006,0.0246085,40402.2,45253.5,41.7584,130.409,163.608
2007,0.0246085,40394,45260.8,41.748,130.357,163.661
2008,0.0246085,40385.8,45268.2,41.7376,130.304,163.713
2009,0.0246085,40377.7,45275.5,41.7273,130.251,163.766
2010,0.0246085,40369.5,45282.7,41.7169,130.198,163.819
2011,0.0246085,40361.3,45290,41.7066,130.145,163.872
2012,0.0246085,40353.1,45297.3,41.6962,130.093,163.925
2013,0.0246085,40344.9,45304.6,41.6859,130.04,163.977
2014,0.0246085,40336.7,45311.9,41.6755,129.987,164.03
2015,0.0257271,40328.2,45319.5,41.6647,129.932,164.085
2016,0.0246085,40320,45326.8,41.6544,129.879,164.138
2017,0.0246085,40311.8,45334.1,41.644,129.827,164.191
2018,0.0246085,40303.7,45341.3,41.6337,129.774,164.243
2019,0.0246085,40295.5,45348.6,41.6234,129.721,164.296
2020,0.0246085,40287.3,45355.9,41.613,129.669,164.349
2021,0.0246085,40279.1,45363.1,41.6027,129.616,164.401
2022,0.0246085,40270.9,45370.4,41.5924,129.563,164.454
2023,0.0246085,40262.8,45377.7,41.5821,129.511,164.506
2024,0.0246085,40254.6,45384.9,41.5717,129.458,164.559
2025,0.0246085,40246.4,45392.2,41.5614,129.406,164.612
2026,0.0246085,40238.2,45399.4,41.5511,129.353,164.664
2027,0.0246085,40230,45406.7,41.5408,129.3,164.717
2028,0.0246085,40221.9,45413.9,41.5304,129.248,164.769
2029,0.0246085,40213.7,45421.1,41.5201,129.195,164.822
2030,0.0246085,40205.5,45428.4,41.5098,129.143,164.874
2031,0.0246085,40197.3,45435.6,41.4995,129.09,164.927
2032,0.0246085,40189.2,45442.8,41.4892,129.038,164.979
2033,0.0246085,40181,45450.1,41.4789,128.985,165.032
2034,0.0246085,40172.8,45457.3,41.4686,128.933,165.084
2035,0.0246085,40164.6,45464.5,41.4583,128.88,165.137
2036,0.0246085,40156.5,45471.7,41.448,128.828,165.189
2037,0.0246085,40148.3,45479,41.4377,128.775,165.242
2038,0.0246085,40140.1,45486.2,41.4274,128.723,165.294
2039,0.0246085,40132,45493.4,41.4171,128.671,165.347
2040,0.0246085,40123.8,45500.6,41.4068,128.618,165.399
2041,0.0246085,40115.6,45507.8,41.3965,128.566,165.451
2042,0.0246085,40107.4,45515,41.3862,128.513,165.504
2043,0.0246085,40099.3,45522.2,41.376,128.461,165.556
2044,0.0246085,40091.1,45529.4,41.3657,128.409,165.608
2045,0.0246085,40082.9,45536.6,41.3554,128.356,165.661
2046,0.0246085,40074.8,45543.8,41.3451,128.304,165.713
2047,0.0246085,40066.6,45551,41.3348,128.252,165.765
2048,0.0246085,40058.4,45558.1,41.3246,128.199,165.818
2049,0.0246085,40050.3,45565.3,41.3143,128.147,165.87
2050,0.0246085,40042.1,45572.5,41.304,128.095,165.922
2051,0.0246085,40033.9,45579.7,41.2937,128.043,165.974
2052,0.0246085,40025.7,45586.8,41.2835,127.99,166.027
2053,0.0234899,40018,45593.7,41.2737,127.941,166.077
2054,0.0246085,40009.8,45600.9,41.2634,127.888,166.129
2055,0.0246085,40001.6,45608,41.2532,127.836,166.181
2056,0.0246085,39993.5,45615.2,41.2429,127.784,166.233
2057,0.0246085,39985.3,45622.3,41.2327,127.732,166.285
2058,0.0246085,39977.1,45629.5,41.2224,127.68,166.337
2059,0.0246085,39969,45636.6,41.2121,127.628,166.39
2060,0.0246085,39960.8,45643.8,41.2019,127.575,166.442
2061,0.0246085,39952.6,45650.9,41.1916,127.523,166.494
2062,0.0246085,39944.5,45658.1,41.1814,127.471,166.546
2063,0.0246085,39936.3,45665.2,41.1712,127.419,166.598
2064,0.0246085,39928.1,45672.4,41.1609,127.367,166.65
2065,0.0234899,39920.3,45679.2,41.1511,127.317,166.7
2066,0.0246085,39912.2,45686.3,41.1409,127.265,166.752
2067,0.0246085,39904,45693.4,41.1307,127.213,166.804
2068,0.0246085,39895.9,45700.6,41.1204,127.161,166.856
2069,0.0246085,39887.7,45707.7,41.1102,127.109,166.908
2070,0.0246085,39879.5,45714.8,41.1,127.057,166.96
2071,0.0246085,39871.4,45721.9,41.0898,127.005,167.012
2072,0.0246085,39863.2,45729,41.0795,126.953,167.064
2073,0.0234899,39855.4,45735.8,41.0698,126.904,167.114
2074,0.0246085,39847.3,45742.9,41.0596,126.852,167.166
2075,0.0246085,39839.1,45750,41.0493,126.8,167.217
2076,0.0246085,39831,45757.1,41.0391,126.748,167.269
2077,0.0246085,39822.8,45764.2,41.0289,126.696,167.321
2078,0.0246085,39814.6,45771.3,41.0187,126.644,167.373
2079,0.0246085,39806.5,45778.4,41.0085,126.592,167.425
2080,0.0234899,39798.7,45785.2,40.9987,126.543,167.475
2081,0.0246085,39790.5,45792.3,40.9885,126.491,167.526
2082,0.0246085,39782.4,45799.4,40.9783,126.439,167.578
2083,0.0246085,39774.2,45806.5,40.9681,126.387,167.63
2084,0.0246085,39766.1,45813.5,40.9579,126.335,167.682
2085,0.0246085,39757.9,45820.6,40.9477,126.283,167.734
2086,0.0234899,39750.1,45827.4,40.938,126.234,167.783
2087,0.0246085,39742,45834.4,40.9278,126.182,167.835
2088,0.0246085,39733.8,45841.5,40.9176,126.13,167.887
2089,0.0246085,39725.7,45848.6,40.9074,126.079,167.939
2090,0.0246085,39717.5,45855.6,40.8972,126.027,167.99
2091,0.0234899,39709.7,45862.4,40.8875,125.977,168.04
2092,0.0246085,39701.6,45869.4,40.8773,125.926,168.091
2093,0.0246085,39693.4,45876.5,40.8672,125.874,168.143
2094,0.0246085,39685.3,45883.5,40.857,125.822,168.195
2095,0.0246085,39677.1,45890.6,40.8468,125.771,168.246
2096,0.0234899,39669.4,45897.3,40.8371,125.721,168.296
2097,0.0246085,39661.2,45904.4,40.8269,125.67,168.347
2098,0.0246085,39653.1,45911.4,40.8167,125.618,168.399
2099,0.0246085,39644.9,45918.4,40.8066,125.566,168.451
2100,0.0246085,39636.8,45925.5,40.7964,125.515,168.502
2101,0.0234899,39629,45932.2,40.7867,125.466,168.552
2102,0.0246085,39620.8,45939.2,40.7765,125.414,168.603
2103,0.0246085,39612.7,45946.2,40.7664,125.362,168.655
2104,0.0246085,39604.5,45953.2,40.7562,125.311,168.706
2105,0.0234899,39596.8,45959.9,40.7465,125.262,168.755
2106,0.0246085,39588.6,45967,40.7364,125.21,168.807
2107,0.0246085,39580.5,45974,40.7262,125.159,168.858
2108,0.0246085,39572.3,45981,40.7161,125.107,168.91
2109,0.0234899,39564.6,45987.7,40.7064,125.058,168.959
2110,0.0246085,39556.4,45994.7,40.6962,125.007,169.011
2111,0.0246085,39548.3,46001.7,40.6861,124.955,169.062
2112,0.0246085,39540.1,46008.7,40.676,124.904,169.114
2113,0.0234899,39532.4,46015.4,40.6663,124.854,169.163
2114,0.0246085,39524.2,46022.4,40.6561,124.803,169.214
2115,0.0246085,39516.1,46029.4,40.646,124.752,169.265
2116,0.0246085,39507.9,46036.3,40.6359,124.7,169.317
2117,0.0234899,39500.2,46043,40.6262,124.651,169.366
2118,0.0246085,39492,46050,40.6161,124.6,169.417
2119,0.0246085,39483.9,46057,40.6059,124.548,169.469
2120,0.0234899,39476.1,46063.6,40.5963,124.499,169.518
2121,0.0246085,39468,46070.6,40.5862,124.448,169.569
2122,0.0246085,39459.8,46077.6,40.576,124.397,169.62
2123,0.0246085,39451.7,46084.5,40.5659,124.345,169.672
2124,0.0234899,39443.9,46091.2,40.5563,124.297,169.721
2125,0.0246085,39435.8,46098.2,40.5461,124.245,169.772
2126,0.0246085,39427.7,46105.1,40.536,124.194,169.823
2127,0.0234899,39419.9,46111.8,40.5264,124.145,169.872
2128,0.0246085,39411.8,46118.7,40.5163,124.094,169.923
2129,0.0246085,39403.6,46125.7,40.5062,124.043,169.975
2130,0.0234899,39395.9,46132.3,40.4965,123.994,170.023
2131,0.0246085,39387.7,46139.2,40.4864,123.943,170.075
2132,0.0246085,39379.6,46146.2,40.4763,123.891,170.126
2133,0.0234899,39371.8,46152.8,40.4667,123.842,170.175
2134,0.0246085,39363.7,46159.7,40.4566,123.791,170.226
2135,0.0246085,39355.6,46166.7,40.4465,123.74,170.277
2136,0.0234899,39347.8,46173.3,40.4369,123.691,170.326
2137,0.0246085,39339.7,46180.2,40.4268,123.64,170.377
2138,0.0246085,39331.5,46187.1,40.4167,123.589,170.428
2139,0.0234899,39323.8,46193.8,40.407,123.54,170.477
2140,0.0246085,39315.6,46200.7,40.397,123.489,170.528
2141,0.0246085,39307.5,46207.6,40.3869,123.438,170.579
2142,0.0234899,39299.7,46214.2,40.3773,123.389,170.628
2143,0.0246085,39291.6,46221.1,40.3672,123.338,170.679
2144,0.0234899,39283.9,46227.7,40.3576,123.29,170.727
2145,0.0246085,39275.7,46234.6,40.3475,123.239,170.778
2146,0.0246085,39267.6,46241.5,40.3374,123.188,170.829
2147,0.0234899,39259.8,46248.1,40.3278,123.139,170.878
2148,0.0246085,39251.7,46255,40.3177,123.088,170.929
2149,0.0246085,39243.6,46261.9,40.3077,123.037,170.98
2150,0.0234899,39235.8,46268.5,40.2981,122.988,171.029
2151,0.0246085,39227.7,46275.4,40.288,122.938,171.08
2152,0.0234899,39219.9,46281.9,40.2784,122.889,171.128
2153,0.0246085,39211.8,46288.8,40.2683,122.838,171.179
2154,0.0246085,39203.7,46295.7,40.2583,122.787,171.23
2155,0.0234899,39195.9,46302.3,40.2487,122.739,171.279
2156,0.0246085,39187.8,46309.1,40.2386,122.688,171.329
2157,0.0234899,39180.1,46315.7,40.2291,122.639,171.378
2158,0.0246085,39171.9,46322.6,40.219,122.588,171.429
2159,0.0246085,39163.8,46329.4,40.209,122.537,171.48
2160,0.0234899,39156.1,46336,40.1994,122.489,171.528
2161,0.0246085,39148,46342.8,40.1893,122.438,171.579
2162,0.0234899,39140.2,46349.4,40.1797,122.39,171.627
2163,0.0246085,39132.1,46356.2,40.1697,122.339,171.678
2164,0.0246085,39124,46363.1,40.1597,122.288,171.729
2165,0.0234899,39116.2,46369.6,40.1501,122.24,171.777
2166,0.0246085,39108.1,46376.5,40.1401,122.189,171.828
2167,0.0234899,39100.3,46383,40.1305,122.141,171.877
2168,0.0246085,39092.2,46389.9,40.1205,122.09,171.927
2169,0.0234899,39084.5,46396.4,40.1109,122.041,171.976
2170,0.0246085,39076.4,46403.2,40.1009,121.991,172.026
2171,0.0234899,39068.6,46409.8,40.0913,121.942,172.075
2172,0.0246085,39060.5,46416.6,40.0813,121.892,172.125
2173,0.0246085,39052.4,46423.4,40.0713,121.841,172.176
2174,0.0234899,39044.6,46429.9,40.0617,121.793,172.224
2175,0.0246085,39036.5,46436.7,40.0517,121.742,172.275
2176,0.0234899,39028.8,46443.3,40.0422,121.694,172.323
2177,0.0246085,39020.7,46450.1,40.0321,121.643,172.374
2178,0.0234899,39012.9,46456.6,40.0226,121.595,172.422
2179,0.0246085,39004.8,46463.4,40.0126,121.544,172.473
2180,0.0234899,38997.1,46469.9,40.003,121.496,172.521
2181,0.0246085,38989,46476.7,39.993,121.446,172.572
2182,0.0234899,38981.2,46483.2,39.9835,121.397,172.62
2183,0.0246085,38973.1,46490,39.9735,121.347,172.67
2184,0.0234899,38965.4,46496.5,39.964,121.299,172.718
2185,0.0246085,38957.3,46503.3,39.954,121.248,172.769
2186,0.0234899,38949.5,46509.8,39.9444,121.2,172.817
2187,0.0246085,38941.4,46516.5,39.9344,121.15,172.868
2188,0.0234899,38933.7,46523,39.9249,121.101,172.916
2189,0.0246085,38925.6,46529.8,39.9149,121.051,172.966
2190,0.0234899,38917.8,46536.3,39.9054,121.003,173.014
2191,0.0246085,38909.7,46543.1,39.8954,120.952,173.065
2192,0.0234899,38902,46549.5,39.8859,120.904,173.113
2193,0.0246085,38893.9,46556.3,39.8759,120.854,173.163
2194,0.0234899,38886.1,46562.8,39.8664,120.806,173.211
2195,0.0246085,38878,46569.5,39.8564,120.756,173.262
2196,0.0234899,38870.3,46576,39.8469,120.707,173.31
2197,0.0246085,38862.2,46582.7,39.8369,120.657,173.36
2198,0.0234899,38854.5,46589.2,39.8274,120.609,173.408
2199,0.0246085,38846.4,46595.9,39.8175,120.559,173.458
2200,0.0234899,38838.6,46602.4,39.808,120.511,173.506
2201,0.0234899,38830.9,46608.8,39.7984,120.463,173.554
2202,0.0246085,38822.8,46615.6,39.7885,120.413,173.604
2203,0.0234899,38815.1,46622,39.779,120.365,173.652
2204,0.0246085,38807,46628.8,39.769,120.314,173.703
2205,0.0234899,38799.2,46635.2,39.7595,120.266,173.751
2206,0.0246085,38791.1,46641.9,39.7496,120.216,173.801
2207,0.0234899,38783.4,46648.4,39.7401,120.168,173.849
2208,0.0246085,38775.3,46655.1,39.7301,120.118,173.899
2209,0.0234899,38767.6,46661.5,39.7207,120.07,173.947
2210,0.0234899,38759.8,46667.9,39.7112,120.022,173.995
2211,0.0246085,38751.7,46674.7,39.7012,119.972,174.045
2212,0.0234899,38744,46681.1,39.6917,119.924,174.093
2213,0.0246085,38735.9,46687.8,39.6818,119.874,174.143
2214,0.0234899,38728.2,46694.2,39.6723,119.827,174.191
2215,0.0246085,38720.1,46700.9,39.6624,119.776,174.241
2216,0.0234899,38712.4,46707.3,39.6529,119.729,174.288
2217,0.0234899,38704.6,46713.7,39.6434,119.681,174.336
2218,0.0246085,38696.6,46720.4,39.6335,119.631,174.386
2219,0.0234899,38688.8,46726.8,39.624,119.583,174.434
2220,0.0246085,38680.7,46733.5,39.6141,119.533,174.484
2221,0.0234899,38673,46739.9,39.6047,119.485,174.532
2222,0.0234899,38665.3,46746.3,39.5952,119.438,174.579
2223,0.0246085,38657.2,46753,39.5853,119.388,174.629
2224,0.0234899,38649.5,46759.4,39.5758,119.34,174.677
2225,0.0234899,38641.8,46765.8,39.5663,119.292,174.725
2226,0.0246085,38633.7,46772.4,39.5564,119.242,174.775
2227,0.0234899,38625.9,46778.8,39.547,119.195,174.822
2228,0.0246085,38617.9,46785.5,39.5371,119.145,174.872
2229,0.0234899,38610.1,46791.9,39.5276,119.097,174.92
2230,0.0234899,38602.4,46798.2,39.5182,119.05,174.968
2231,0.0246085,38594.3,46804.9,39.5083,119,175.017
2232,0.0234899,38586.6,46811.3,39.4988,118.952,175.065
2233,0.0234899,38578.9,46817.6,39.4894,118.905,175.113
2234,0.0246085,38570.8,46824.3,39.4795,118.855,175.162
2235,0.0234899,38563.1,46830.6,39.47,118.807,175.21
2236,0.0246085,38555,46837.3,39.4602,118.757,175.26
2237,0.0234899,38547.3,46843.6,39.4507,118.71,175.307
2238,0.0234899,38539.6,46850,39.4413,118.662,175.355
2239,0.0246085,38531.5,46856.6,39.4314,118.613,175.405
2240,0.0234899,38523.8,46863,39.422,118.565,175.452
2241,0.0234899,38516.1,46869.3,39.4125,118.518,175.5
2242,0.0246085,38508,46876,39.4027,118.468,175.549
2243,0.0234899,38500.3,46882.3,39.3932,118.42,175.597
2244,0.0234899,38492.6,46888.6,39.3838,118.373,175.644
2245,0.0246085,38484.5,46895.3,39.3739,118.323,175.694
2246,0.0234899,38476.8,46901.6,39.3645,118.276,175.741
2247,0.0234899,38469.1,46907.9,39.3551,118.228,175.789
2248,0.0246085,38461,46914.5,39.3452,118.179,175.838
2249,0.0234899,38453.3,46920.9,39.3358,118.131,175.886
2250,0.0234899,38445.6,46927.2,39.3264,118.084,175.933
2251,0.0234899,38437.9,46933.5,39.317,118.037,175.98
2252,0.0246085,38429.8,46940.1,39.3071,117.987,176.03
2253,0.0234899,38422.1,46946.4,39.2977,117.94,176.077
2254,0.0234899,38414.4,46952.7,39.2883,117.893,176.125
2255,0.0246085,38406.3,46959.3,39.2785,117.843,176.174
2256,0.0234899,38398.6,46965.6,39.2691,117.796,176.221
2257,0.0234899,38390.9,46971.9,39.2597,117.748,176.269
2258,0.0246085,38382.8,46978.5,39.2498,117.699,176.318
2259,0.0234899,38375.1,46984.8,39.2404,117.652,176.365
2260,0.0234899,38367.4,46991.1,39.231,117.604,176.413
2261,0.0234899,38359.7,46997.4,39.2217,117.557,176.46
2262,0.0246085,38351.6,47004,39.2118,117.508,176.509
2263,0.0234899,38343.9,47010.2,39.2024,117.461,176.557
2264,0.0234899,38336.2,47016.5,39.193,117.413,176.604
2265,0.0234899,38328.5,47022.8,39.1837,117.366,176.651
2266,0.0246085,38320.5,47029.4,39.1738,117.317,176.7
2267,0.0234899,38312.8,47035.7,39.1645,117.27,176.747
2268,0.0234899,38305.1,47041.9,39.1551,117.223,176.795
2269,0.0246085,38297,47048.5,39.1453,117.173,176.844
2270,0.0234899,38289.3,47054.8,39.1359,117.126,176.891
2271,0.0234899,38281.6,47061,39.1265,117.079,176.938
2272,0.0234899,38273.9,47067.3,39.1171,117.032,176.985
2273,0.0246085,38265.9,47073.8,39.1073,116.983,177.034
2274,0.0234899,38258.2,47080.1,39.098,116.936,177.082
2275,0.0234899,38250.5,47086.3,39.0886,116.889,177.129
2276,0.0234899,38242.8,47092.6,39.0792,116.842,177.176
2277,0.0234899,38235.1,47098.8,39.0699,116.795,177.223
2278,0.0246085,38227,47105.4,39.0601,116.745,177.272
2279,0.0234899,38219.3,47111.6,39.0507,116.698,177.319
2280,0.0234899,38211.6,47117.9,39.0413,116.651,177.366
2281,0.0234899,38203.9,47124.1,39.032,116.604,177.413
2282,0.0246085,38195.9,47130.6,39.0222,116.555,177.462
2283,0.0234899,38188.2,47136.9,39.0128,116.508,177.509
2284,0.0234899,38180.5,47143.1,39.0035,116.461,177.556
2285,0.0234899,38172.8,47149.3,38.9942,116.414,177.603
2286,0.0234899,38165.1,47155.5,38.9848,116.368,177.65
2287,0.0246085,38157.1,47162.1,38.975,116.318,177.699
2288,0.0234899,38149.4,47168.3,38.9657,116.272,177.746
2289,0.0234899,38141.7,47174.5,38.9563,116.225,177.792
2290,0.0234899,38134,47180.7,38.947,116.178,177.839
2291,0.0234899,38126.3,47186.9,38.9377,116.131,177.886
2292,0.0246085,38118.3,47193.4,38.9279,116.082,177.935
2293,0.0234899,38110.6,47199.6,38.9186,116.035,177.982
2294,0.0234899,38102.9,47205.8,38.9092,115.988,178.029
2295,0.0234899,38095.2,47212,38.8999,115.942,178.076
2296,0.0234899,38087.5,47218.2,38.8906,115.895,178.122
2297,0.0246085,38079.5,47224.7,38.8808,115.846,178.171
2298,0.0234899,38071.8,47230.9,38.8715,115.799,178.218
2299,0.0234899,38064.1,47237.1,38.8622,115.752,178.265
2300,0.0234899,38056.4,47243.3,38.8529,115.706,178.312
2301,0.0234899,38048.7,47249.5,38.8435,115.659,178.358
2302,0.0234899,38041.1,47255.7,38.8342,115.612,178.405
2303,0.0246085,38033,47262.2,38.8245,115.563,178.454
2304,0.0234899,38025.3,47268.3,38.8152,115.517,178.5
2305,0.0234899,38017.6,47274.5,38.8059,115.47,178.547
2306,0.0234899,38010,47280.7,38.7966,115.423,178.594
2307,0.0234899,38002.3,47286.9,38.7872,115.377,178.64
2308,0.0234899,37994.6,47293,38.7779,115.33,178.687
2309,0.0234899,37986.9,47299.2,38.7686,115.284,178.734
2310,0.0246085,37978.9,47305.7,38.7589,115.235,178.782
2311,0.0234899,37971.2,47311.8,38.7496,115.188,178.829
2312,0.0234899,37963.5,47318,38.7403,115.142,178.876
2313,0.0234899,37955.9,47324.1,38.731,115.095,178.922
2314,0.0234899,37948.2,47330.3,38.7217,115.048,178.969
2315,0.0234899,37940.5,47336.4,38.7124,115.002,179.015
2316,0.0234899,37932.8,47342.6,38.7032,114.955,179.062
2317,0.0234899,37925.2,47348.7,38.6939,114.909,179.108
2318,0.0246085,37917.1,47355.2,38.6841,114.86,179.157
2319,0.0234899,37909.5,47361.3,38.6749,114.814,179.203
2320,0.0234899,37901.8,47367.5,38.6656,114.767,179.25
2321,0.0234899,37894.1,47373.6,38.6563,114.721,179.296
2322,0.0234899,37886.5,47379.7,38.647,114.674,179.343
2323,0.0234899,37878.8,47385.9,38.6378,114.628,179.389
2324,0.0234899,37871.1,47392,38.6285,114.582,179.436
2325,0.0234899,37863.4,47398.1,38.6192,114.535,179.482
2326,0.0234899,37855.8,47404.2,38.6099,114.489,179.528
2327,0.0246085,37847.7,47410.6,38.6002,114.44,179.577
2328,0.0234899,37840.1,47416.8,38.591,114.394,179.623
2329,0.0234899,37832.4,47422.9,38.5817,114.348,179.67
2330,0.0234899,37824.7,47429,38.5725,114.301,179.716
2331,0.0234899,37817.1,47435.1,38.5632,114.255,179.762
2332,0.0234899,37809.4,47441.2,38.5539,114.209,179.809
2333,0.0234899,37801.8,47447.3,38.5447,114.162,179.855
2334,0.0234899,37794.1,47453.4,38.5354,114.116,179.901
2335,0.0234899,37786.4,47459.5,38.5262,114.07,179.947
2336,0.0234899,37778.8,47465.6,38.5169,114.023,179.994
2337,0.0234899,37771.1,47471.7,38.5077,113.977,180.04
2338,0.0234899,37763.4,47477.8,38.4984,113.931,180.086
2339,0.0234899,37755.8,47483.9,38.4892,113.885,180.132
2340,0.0246085,37747.8,47490.3,38.4795,113.836,180.181
2341,0.0234899,37740.1,47496.4,38.4703,113.79,180.227
2342,0.0234899,37732.4,47502.5,38.461,113.744,180.273
2343,0.0234899,37724.8,47508.5,38.4518,113.698,180.319
2344,0.0234899,37717.1,47514.6,38.4426,113.652,180.365
2345,0.0234899,37709.5,47520.7,38.4333,113.606,180.412
2346,0.0234899,37701.8,47526.8,38.4241,113.559,180.458
2347,0.0234899,37694.2,47532.8,38.4149,113.513,180.504
2348,0.0234899,37686.5,47538.9,38.4056,113.467,180.55
2349,0.0234899,37678.8,47545,38.3964,113.421,180.596
2350,0.0234899,37671.2,47551.1,38.3872,113.375,180.642
2351,0.0234899,37663.5,47557.1,38.378,113.329,180.688
2352,0.0234899,37655.9,47563.2,38.3688,113.283,180.734
2353,0.0234899,37648.2,47569.2,38.3595,113.237,180.78
2354,0.0234899,37640.6,47575.3,38.3503,113.191,180.826
2355,0.0234899,37632.9,47581.3,38.3411,113.145,180.872
2356,0.0234899,37625.3,47587.4,38.3319,113.099,180.918
2357,0.0234899,37617.6,47593.4,38.3227,113.053,180.964
2358,0.0234899,37610,47599.5,38.3135,113.007,181.01
2359,0.0234899,37602.3,47605.5,38.3043,112.961,181.056
2360,0.0234899,37594.7,47611.6,38.2951,112.915,181.102
2361,0.0234899,37587,47617.6,38.2859,112.869,181.148
2362,0.0234899,37579.4,47623.6,38.2767,112.823,181.194
2363,0.0234899,37571.7,47629.7,38.2675,112.777,181.24
2364,0.0234899,37564.1,47635.7,38.2583,112.731,181.286
2365,0.0234899,37556.5,47641.7,38.2491,112.685,181.332
2366,0.0234899,37548.8,47647.7,38.2399,112.64,181.378
