x,relative_density,v_perp,v_para,pitch_angle,v_perp_eV,v_para_eV
7940,0.0178971,12080.2,59449.9,11.4861,11.6585,282.359
7941,0.0190157,12077.7,59450.4,11.4837,11.6537,282.363
7942,0.0190157,12075.2,59450.9,11.4813,11.6489,282.368
7943,0.0190157,12072.7,59451.4,11.4789,11.6442,282.373
7944,0.0190157,12070.2,59451.9,11.4765,11.6394,282.378
7945,0.0190157,12067.7,59452.4,11.4741,11.6346,282.383
7946,0.0178971,12065.4,59452.9,11.4718,11.6301,282.387
7947,0.0190157,12062.9,59453.4,11.4695,11.6253,282.392
7948,0.0190157,12060.4,59453.9,11.4671,11.6205,282.397
7949,0.0190157,12058,59454.4,11.4647,11.6157,282.401
7950,0.0190157,12055.5,59454.9,11.4623,11.611,282.406
7951,0.0178971,12053.2,59455.4,11.46,11.6065,282.411
7952,0.0190157,12050.7,59455.9,11.4576,11.6017,282.415
7953,0.0190157,12048.2,59456.4,11.4553,11.5969,282.42
7954,0.0190157,12045.7,59456.9,11.4529,11.5922,282.425
7955,0.0190157,12043.2,59457.4,11.4505,11.5874,282.43
7956,0.0190157,12040.8,59457.9,11.4481,11.5826,282.434
7957,0.0178971,12038.4,59458.4,11.4459,11.5781,282.439
7958,0.0190157,12036,59458.9,11.4435,11.5734,282.444
7959,0.0190157,12033.5,59459.4,11.4411,11.5686,282.448
7960,0.0190157,12031,59459.9,11.4387,11.5639,282.453
7961,0.0190157,12028.5,59460.4,11.4363,11.5591,282.458
7962,0.0178971,12026.2,59460.8,11.4341,11.5546,282.462
7963,0.0190157,12023.7,59461.3,11.4317,11.5499,282.467
7964,0.0190157,12021.3,59461.8,11.4293,11.5451,282.472
7965,0.0190157,12018.8,59462.3,11.4269,11.5404,282.477
7966,0.0190157,12016.3,59462.8,11.4245,11.5356,282.481
7967,0.0190157,12013.8,59463.3,11.4222,11.5309,282.486
7968,0.0178971,12011.5,59463.8,11.4199,11.5264,282.491
7969,0.0190157,12009.1,59464.3,11.4175,11.5217,282.495
7970,0.0190157,12006.6,59464.8,11.4152,11.517,282.5
7971,0.0190157,12004.1,59465.3,11.4128,11.5122,282.505
7972,0.0190157,12001.6,59465.8,11.4104,11.5075,282.51
7973,0.0178971,11999.3,59466.3,11.4082,11.503,282.514
7974,0.0190157,11996.9,59466.8,11.4058,11.4983,282.519
7975,0.0190157,11994.4,59467.3,11.4034,11.4936,282.524
7976,0.0190157,11991.9,59467.8,11.401,11.4888,282.528
7977,0.0190157,11989.5,59468.3,11.3987,11.4841,282.533
7978,0.0190157,11987,59468.8,11.3963,11.4794,282.538
7979,0.0178971,11984.7,59469.2,11.394,11.4749,282.542
7980,0.0190157,11982.2,59469.7,11.3917,11.4702,282.547
7981,0.0190157,11979.7,59470.2,11.3893,11.4655,282.552
7982,0.0190157,11977.3,59470.7,11.3869,11.4608,282.556
7983,0.0190157,11974.8,59471.2,11.3845,11.4561,282.561
7984,0.0178971,11972.5,59471.7,11.3823,11.4516,282.565
7985,0.0190157,11970,59472.2,11.3799,11.4469,282.57
7986,0.0190157,11967.6,59472.7,11.3776,11.4422,282.575
7987,0.0190157,11965.1,59473.2,11.3752,11.4375,282.58
7988,0.0190157,11962.6,59473.7,11.3728,11.4328,282.584
7989,0.0178971,11960.3,59474.1,11.3706,11.4284,282.589
7990,0.0190157,11957.9,59474.6,11.3682,11.4237,282.593
7991,0.0190157,11955.4,59475.1,11.3659,11.419,282.598
7992,0.0190157,11953,59475.6,11.3635,11.4143,282.603
7993,0.0190157,11950.5,59476.1,11.3611,11.4096,282.608
7994,0.0190157,11948,59476.6,11.3588,11.4049,282.612
7995,0.0178971,11945.7,59477.1,11.3565,11.4005,282.617
7996,0.0190157,11943.3,59477.6,11.3542,11.3958,282.621
7997,0.0190157,11940.8,59478.1,11.3518,11.3911,282.626
7998,0.0190157,11938.4,59478.5,11.3494,11.3864,282.631
7999,0.0190157,11935.9,59479,11.3471,11.3817,282.635
8000,0.0178971,11933.6,59479.5,11.3448,11.3773,282.64
8001,0.0190157,11931.1,59480,11.3425,11.3727,282.644
8002,0.0190157,11928.7,59480.5,11.3401,11.368,282.649
8003,0.0190157,11926.2,59481,11.3377,11.3633,282.654
8004,0.0190157,11923.8,59481.5,11.3354,11.3586,282.658
8005,0.0178971,11921.5,59481.9,11.3332,11.3542,282.663
8006,0.0190157,11919,59482.4,11.3308,11.3496,282.668
8007,0.0190157,11916.6,59482.9,11.3284,11.3449,282.672
8008,0.0190157,11914.1,59483.4,11.3261,11.3402,282.677
8009,0.0190157,11911.7,59483.9,11.3237,11.3356,282.682
8010,0.0190157,11909.2,59484.4,11.3213,11.3309,282.686
8011,0.0178971,11906.9,59484.8,11.3191,11.3265,282.691
8012,0.0190157,11904.4,59485.3,11.3168,11.3218,282.695
8013,0.0190157,11902,59485.8,11.3144,11.3172,282.7
8014,0.0190157,11899.5,59486.3,11.312,11.3125,282.705
8015,0.0190157,11897.1,59486.8,11.3097,11.3079,282.709
8016,0.0178971,11894.8,59487.3,11.3075,11.3035,282.714
8017,0.0190157,11892.3,59487.8,11.3051,11.2988,282.718
8018,0.0190157,11889.9,59488.2,11.3028,11.2942,282.723
8019,0.0190157,11887.5,59488.7,11.3004,11.2895,282.728
8020,0.0190157,11885,59489.2,11.298,11.2849,282.732
8021,0.0178971,11882.7,59489.7,11.2958,11.2805,282.737
8022,0.0190157,11880.3,59490.2,11.2935,11.2759,282.741
8023,0.0190157,11877.8,59490.7,11.2911,11.2713,282.746
8024,0.0190157,11875.4,59491.1,11.2888,11.2666,282.75
8025,0.0190157,11872.9,59491.6,11.2864,11.262,282.755
8026,0.0190157,11870.5,59492.1,11.2841,11.2573,282.76
8027,0.0178971,11868.2,59492.6,11.2818,11.253,282.764
8028,0.0190157,11865.7,59493.1,11.2795,11.2484,282.769
8029,0.0190157,11863.3,59493.6,11.2771,11.2437,282.773
8030,0.0190157,11860.9,59494,11.2748,11.2391,282.778
8031,0.0190157,11858.4,59494.5,11.2724,11.2345,282.783
8032,0.0178971,11856.1,59495,11.2702,11.2301,282.787
8033,0.0190157,11853.7,59495.5,11.2679,11.2255,282.792
8034,0.0190157,11851.3,59496,11.2655,11.2209,282.796
8035,0.0190157,11848.8,59496.4,11.2632,11.2163,282.801
8036,0.0190157,11846.4,59496.9,11.2608,11.2117,282.805
8037,0.0178971,11844.1,59497.4,11.2586,11.2073,282.81
8038,0.0190157,11841.6,59497.9,11.2563,11.2027,282.814
8039,0.0190157,11839.2,59498.4,11.2539,11.1981,282.819
8040,0.0190157,11836.8,59498.8,11.2516,11.1935,282.824
8041,0.0190157,11834.3,59499.3,11.2492,11.1889,282.828
8042,0.0178971,11832,59499.8,11.247,11.1845,282.833
8043,0.0190157,11829.6,59500.3,11.2447,11.1799,282.837
8044,0.0190157,11827.2,59500.8,11.2423,11.1753,282.842
8045,0.0190157,11824.7,59501.2,11.24,11.1707,282.846
8046,0.0190157,11822.3,59501.7,11.2377,11.1661,282.851
8047,0.0178971,11820,59502.2,11.2355,11.1618,282.855
8048,0.0190157,11817.6,59502.7,11.2331,11.1572,282.86
8049,0.0190157,11815.2,59503.1,11.2308,11.1526,282.864
8050,0.0190157,11812.7,59503.6,11.2284,11.148,282.869
8051,0.0190157,11810.3,59504.1,11.2261,11.1435,282.874
8052,0.0178971,11808,59504.6,11.2239,11.1391,282.878
8053,0.0190157,11805.6,59505,11.2215,11.1346,282.883
8054,0.0190157,11803.1,59505.5,11.2192,11.13,282.887
8055,0.0190157,11800.7,59506,11.2169,11.1254,282.892
8056,0.0190157,11798.3,59506.5,11.2145,11.1208,282.896
8057,0.0190157,11795.9,59507,11.2122,11.1162,282.901
8058,0.0178971,11793.6,59507.4,11.21,11.1119,282.905
8059,0.0190157,11791.1,59507.9,11.2077,11.1074,282.91
8060,0.0190157,11788.7,59508.4,11.2053,11.1028,282.914
8061,0.0190157,11786.3,59508.9,11.203,11.0982,282.919
8062,0.0190157,11783.9,59509.3,11.2006,11.0936,282.923
8063,0.0178971,11781.6,59509.8,11.1985,11.0893,282.928
8064,0.0190157,11779.2,59510.3,11.1961,11.0848,282.932
8065,0.0190157,11776.7,59510.8,11.1938,11.0802,282.937
8066,0.0190157,11774.3,59511.2,11.1914,11.0757,282.941
8067,0.0190157,11771.9,59511.7,11.1891,11.0711,282.946
8068,0.0178971,11769.6,59512.2,11.1869,11.0668,282.95
8069,0.0190157,11767.2,59512.6,11.1846,11.0623,282.955
8070,0.0190157,11764.8,59513.1,11.1823,11.0577,282.959
8071,0.0190157,11762.3,59513.6,11.1799,11.0532,282.964
8072,0.0190157,11759.9,59514.1,11.1776,11.0486,282.969
8073,0.0178971,11757.6,59514.5,11.1754,11.0443,282.973
8074,0.0190157,11755.2,59515,11.1731,11.0398,282.977
8075,0.0190157,11752.8,59515.5,11.1707,11.0352,282.982
8076,0.0190157,11750.4,59516,11.1684,11.0307,282.986
8077,0.0190157,11748,59516.4,11.1661,11.0262,282.991
8078,0.0178971,11745.7,59516.9,11.1639,11.0219,282.995
8079,0.0190157,11743.3,59517.4,11.1616,11.0173,283
8080,0.0190157,11740.9,59517.8,11.1592,11.0128,283.004
8081,0.0190157,11738.4,59518.3,11.1569,11.0083,283.009
8082,0.0190157,11736,59518.8,11.1546,11.0037,283.013
8083,0.0178971,11733.7,59519.2,11.1524,10.9995,283.018
8084,0.0190157,11731.3,59519.7,11.1501,10.995,283.022
8085,0.0190157,11728.9,59520.2,11.1477,10.9904,283.027
8086,0.0190157,11726.5,59520.7,11.1454,10.9859,283.031
8087,0.0190157,11724.1,59521.1,11.1431,10.9814,283.036
8088,0.0178971,11721.8,59521.6,11.1409,10.9771,283.04
8089,0.0190157,11719.4,59522.1,11.1386,10.9726,283.045
8090,0.0190157,11717,59522.5,11.1363,10.9681,283.049
8091,0.0190157,11714.6,59523,11.1339,10.9636,283.054
8092,0.0190157,11712.2,59523.5,11.1316,10.9591,283.058
8093,0.0178971,11709.9,59523.9,11.1294,10.9548,283.062
8094,0.0190157,11707.5,59524.4,11.1271,10.9503,283.067
8095,0.0190157,11705.1,59524.9,11.1248,10.9458,283.071
8096,0.0190157,11702.7,59525.4,11.1225,10.9413,283.076
8097,0.0190157,11700.3,59525.8,11.1202,10.9368,283.08
8098,0.0178971,11698,59526.3,11.118,10.9325,283.085
8099,0.0190157,11695.6,59526.8,11.1157,10.928,283.089
8100,0.0190157,11693.2,59527.2,11.1133,10.9235,283.094
8101,0.0190157,11690.8,59527.7,11.111,10.919,283.098
8102,0.0190157,11688.4,59528.2,11.1087,10.9146,283.103
8103,0.0178971,11686.1,59528.6,11.1065,10.9103,283.107
8104,0.0190157,11683.7,59529.1,11.1042,10.9058,283.111
8105,0.0190157,11681.3,59529.6,11.1019,10.9013,283.116
8106,0.0190157,11678.9,59530,11.0996,10.8969,283.12
8107,0.0190157,11676.5,59530.5,11.0973,10.8924,283.125
8108,0.0178971,11674.2,59531,11.0951,10.8881,283.129
8109,0.0190157,11671.8,59531.4,11.0928,10.8837,283.133
8110,0.0190157,11669.4,59531.9,11.0905,10.8792,283.138
8111,0.0190157,11667,59532.4,11.0882,10.8747,283.142
8112,0.0190157,11664.6,59532.8,11.0858,10.8702,283.147
8113,0.0178971,11662.3,59533.3,11.0837,10.866,283.151
8114,0.0190157,11659.9,59533.7,11.0814,10.8615,283.156
8115,0.0190157,11657.5,59534.2,11.079,10.8571,283.16
8116,0.0190157,11655.1,59534.7,11.0767,10.8526,283.165
8117,0.0190157,11652.7,59535.2,11.0744,10.8481,283.169
8118,0.0178971,11650.5,59535.6,11.0723,10.8439,283.173
8119,0.0190157,11648.1,59536.1,11.0699,10.8395,283.178
8120,0.0190157,11645.7,59536.5,11.0676,10.835,283.182
8121,0.0190157,11643.3,59537,11.0653,10.8305,283.187
8122,0.0190157,11640.9,59537.5,11.063,10.8261,283.191
8123,0.0178971,11638.6,59537.9,11.0609,10.8219,283.195
8124,0.0190157,11636.2,59538.4,11.0585,10.8174,283.2
8125,0.0190157,11633.8,59538.9,11.0562,10.813,283.204
8126,0.0190157,11631.4,59539.3,11.0539,10.8085,283.209
8127,0.0190157,11629.1,59539.8,11.0516,10.8041,283.213
8128,0.0178971,11626.8,59540.2,11.0495,10.7999,283.217
8129,0.0190157,11624.4,59540.7,11.0472,10.7954,283.222
8130,0.0190157,11622,59541.2,11.0449,10.791,283.226
8131,0.0190157,11619.6,59541.6,11.0425,10.7865,283.231
8132,0.0190157,11617.2,59542.1,11.0402,10.7821,283.235
8133,0.0178971,11615,59542.5,11.0381,10.7779,283.239
8134,0.0190157,11612.6,59543,11.0358,10.7735,283.244
8135,0.0190157,11610.2,59543.5,11.0335,10.769,283.248
8136,0.0190157,11607.8,59543.9,11.0312,10.7646,283.253
8137,0.0178971,11605.5,59544.4,11.029,10.7604,283.257
8138,0.0190157,11603.2,59544.8,11.0267,10.756,283.261
8139,0.0190157,11600.8,59545.3,11.0244,10.7516,283.266
8140,0.0190157,11598.4,59545.8,11.0221,10.7471,283.27
8141,0.0190157,11596,59546.2,11.0198,10.7427,283.274
8142,0.0178971,11593.7,59546.7,11.0177,10.7386,283.279
8143,0.0190157,11591.4,59547.1,11.0154,10.7341,283.283
8144,0.0190157,11589,59547.6,11.0131,10.7297,283.287
8145,0.0190157,11586.6,59548.1,11.0108,10.7253,283.292
8146,0.0190157,11584.2,59548.5,11.0085,10.7209,283.296
8147,0.0178971,11582,59549,11.0063,10.7167,283.3
8148,0.0190157,11579.6,59549.4,11.004,10.7123,283.305
8149,0.0190157,11577.2,59549.9,11.0017,10.7079,283.309
8150,0.0190157,11574.8,59550.4,10.9994,10.7035,283.314
8151,0.0190157,11572.4,59550.8,10.9971,10.6991,283.318
8152,0.0178971,11570.2,59551.3,10.995,10.6949,283.322
8153,0.0190157,11567.8,59551.7,10.9927,10.6905,283.327
8154,0.0190157,11565.4,59552.2,10.9904,10.6861,283.331
8155,0.0190157,11563,59552.6,10.9881,10.6817,283.335
8156,0.0190157,11560.6,59553.1,10.9858,10.6773,283.34
8157,0.0178971,11558.4,59553.5,10.9836,10.6732,283.344
8158,0.0190157,11556,59554,10.9814,10.6688,283.348
8159,0.0190157,11553.6,59554.5,10.9791,10.6644,283.353
8160,0.0190157,11551.3,59554.9,10.9768,10.66,283.357
8161,0.0190157,11548.9,59555.4,10.9745,10.6556,283.362
8162,0.0178971,11546.6,59555.8,10.9723,10.6515,283.366
8163,0.0190157,11544.3,59556.3,10.97,10.6471,283.37
8164,0.0190157,11541.9,59556.7,10.9678,10.6427,283.374
8165,0.0190157,11539.5,59557.2,10.9655,10.6383,283.379
8166,0.0178971,11537.3,59557.6,10.9633,10.6342,283.383
8167,0.0190157,11534.9,59558.1,10.961,10.6298,283.387
8168,0.0190157,11532.5,59558.6,10.9587,10.6254,283.392
8169,0.0190157,11530.1,59559,10.9565,10.6211,283.396
8170,0.0190157,11527.8,59559.5,10.9542,10.6167,283.4
8171,0.0178971,11525.5,59559.9,10.952,10.6126,283.405
8172,0.0190157,11523.2,59560.4,10.9497,10.6082,283.409
8173,0.0190157,11520.8,59560.8,10.9475,10.6038,283.413
8174,0.0190157,11518.4,59561.3,10.9452,10.5995,283.418
8175,0.0190157,11516,59561.8,10.9429,10.5951,283.422
8176,0.0178971,11513.8,59562.2,10.9407,10.591,283.426
8177,0.0190157,11511.4,59562.6,10.9385,10.5866,283.43
8178,0.0190157,11509.1,59563.1,10.9362,10.5823,283.435
8179,0.0190157,11506.7,59563.6,10.9339,10.5779,283.439
8180,0.0190157,11504.3,59564,10.9316,10.5735,283.444
8181,0.0178971,11502.1,59564.4,10.9295,10.5694,283.448
8182,0.0190157,11499.7,59564.9,10.9272,10.5651,283.452
8183,0.0190157,11497.4,59565.4,10.9249,10.5607,283.456
8184,0.0190157,11495,59565.8,10.9226,10.5564,283.461
8185,0.0178971,11492.8,59566.2,10.9205,10.5523,283.465
8186,0.0190157,11490.4,59566.7,10.9182,10.5479,283.469
8187,0.0190157,11488,59567.2,10.9159,10.5436,283.474
8188,0.0190157,11485.7,59567.6,10.9137,10.5393,283.478
8189,0.0190157,11483.3,59568.1,10.9114,10.5349,283.482
8190,0.0178971,11481.1,59568.5,10.9093,10.5308,283.486
8191,0.0190157,11478.7,59569,10.907,10.5265,283.491
8192,0.0190157,11476.3,59569.4,10.9047,10.5222,283.495
8193,0.0190157,11474,59569.9,10.9024,10.5178,283.499
8194,0.0190157,11471.6,59570.3,10.9002,10.5135,283.504
8195,0.0178971,11469.4,59570.8,10.898,10.5094,283.508
8196,0.0190157,11467,59571.2,10.8957,10.5051,283.512
8197,0.0190157,11464.7,59571.7,10.8935,10.5008,283.516
8198,0.0190157,11462.3,59572.1,10.8912,10.4964,283.521
8199,0.0178971,11460.1,59572.5,10.8891,10.4924,283.525
8200,0.0190157,11457.7,59573,10.8868,10.488,283.529
8201,0.0190157,11455.3,59573.5,10.8845,10.4837,283.533
8202,0.0190157,11453,59573.9,10.8822,10.4794,283.538
8203,0.0190157,11450.6,59574.4,10.88,10.4751,283.542
8204,0.0178971,11448.4,59574.8,10.8778,10.471,283.546
8205,0.0190157,11446,59575.2,10.8756,10.4667,283.55
8206,0.0190157,11443.7,59575.7,10.8733,10.4624,283.555
8207,0.0190157,11441.3,59576.1,10.871,10.4581,283.559
8208,0.0190157,11439,59576.6,10.8688,10.4538,283.563
8209,0.0178971,11436.8,59577,10.8666,10.4497,283.567
8210,0.0190157,11434.4,59577.5,10.8644,10.4454,283.572
8211,0.0190157,11432,59577.9,10.8621,10.4411,283.576
8212,0.0190157,11429.7,59578.4,10.8598,10.4368,283.58
8213,0.0178971,11427.5,59578.8,10.8577,10.4328,283.584
8214,0.0190157,11425.1,59579.3,10.8554,10.4285,283.589
8215,0.0190157,11422.8,59579.7,10.8532,10.4242,283.593
8216,0.0190157,11420.4,59580.2,10.8509,10.4199,283.597
8217,0.0190157,11418.1,59580.6,10.8487,10.4156,283.602
8218,0.0178971,11415.8,59581,10.8465,10.4115,283.606
8219,0.0190157,11413.5,59581.5,10.8443,10.4072,283.61
8220,0.0190157,11411.1,59581.9,10.842,10.4029,283.614
8221,0.0190157,11408.8,59582.4,10.8397,10.3987,283.618
8222,0.0190157,11406.4,59582.8,10.8375,10.3944,283.623
8223,0.0178971,11404.2,59583.3,10.8354,10.3903,283.627
8224,0.0190157,11401.9,59583.7,10.8331,10.3861,283.631
8225,0.0190157,11399.5,59584.2,10.8308,10.3818,283.635
8226,0.0190157,11397.2,59584.6,10.8286,10.3775,283.64
8227,0.0178971,11395,59585,10.8264,10.3735,283.644
8228,0.0190157,11392.6,59585.5,10.8242,10.3692,283.648
8229,0.0190157,11390.3,59585.9,10.8219,10.3649,283.652
8230,0.0190157,11387.9,59586.4,10.8197,10.3607,283.656
8231,0.0190157,11385.6,59586.8,10.8174,10.3564,283.661
8232,0.0178971,11383.4,59587.3,10.8153,10.3524,283.665
8233,0.0190157,11381,59587.7,10.813,10.3481,283.669
8234,0.0190157,11378.7,59588.1,10.8108,10.3438,283.673
8235,0.0190157,11376.3,59588.6,10.8085,10.3396,283.678
8236,0.0178971,11374.1,59589,10.8064,10.3356,283.682
8237,0.0190157,11371.8,59589.5,10.8042,10.3313,283.686
8238,0.0190157,11369.4,59589.9,10.8019,10.3271,283.69
8239,0.0190157,11367.1,59590.4,10.7996,10.3228,283.694
8240,0.0190157,11364.7,59590.8,10.7974,10.3185,283.699
8241,0.0178971,11362.5,59591.2,10.7953,10.3145,283.703
8242,0.0190157,11360.2,59591.7,10.793,10.3103,283.707
8243,0.0190157,11357.9,59592.1,10.7908,10.306,283.711
8244,0.0190157,11355.5,59592.6,10.7885,10.3018,283.715
8245,0.0190157,11353.2,59593,10.7863,10.2975,283.72
8246,0.0178971,11351,59593.4,10.7842,10.2935,283.724
8247,0.0190157,11348.6,59593.9,10.7819,10.2893,283.728
8248,0.0190157,11346.3,59594.3,10.7797,10.2851,283.732
8249,0.0190157,11344,59594.8,10.7774,10.2808,283.736
8250,0.0178971,11341.8,59595.2,10.7753,10.2768,283.74
8251,0.0190157,11339.4,59595.6,10.773,10.2726,283.745
8252,0.0190157,11337.1,59596.1,10.7708,10.2684,283.749
8253,0.0190157,11334.7,59596.5,10.7686,10.2641,283.753
8254,0.0190157,11332.4,59597,10.7663,10.2599,283.757
8255,0.0178971,11330.2,59597.4,10.7642,10.2559,283.761
8256,0.0190157,11327.9,59597.8,10.7619,10.2517,283.765
8257,0.0190157,11325.5,59598.3,10.7597,10.2475,283.77
8258,0.0190157,11323.2,59598.7,10.7575,10.2432,283.774
8259,0.0178971,11321,59599.1,10.7553,10.2393,283.778
8260,0.0190157,11318.7,59599.6,10.7531,10.2351,283.782
8261,0.0190157,11316.3,59600,10.7509,10.2308,283.786
8262,0.0190157,11314,59600.5,10.7486,10.2266,283.79
8263,0.0190157,11311.7,59600.9,10.7464,10.2224,283.795
8264,0.0178971,11309.5,59601.3,10.7443,10.2184,283.799
8265,0.0190157,11307.2,59601.8,10.742,10.2142,283.803
8266,0.0190157,11304.8,59602.2,10.7398,10.21,283.807
8267,0.0190157,11302.5,59602.6,10.7375,10.2058,283.811
8268,0.0178971,11300.3,59603.1,10.7354,10.2018,283.815
8269,0.0190157,11298,59603.5,10.7332,10.1976,283.819
8270,0.0190157,11295.6,59603.9,10.731,10.1934,283.824
8271,0.0190157,11293.3,59604.4,10.7287,10.1892,283.828
8272,0.0190157,11291,59604.8,10.7265,10.185,283.832
8273,0.0178971,11288.8,59605.2,10.7244,10.1811,283.836
8274,0.0190157,11286.5,59605.7,10.7221,10.1769,283.84
8275,0.0190157,11284.1,59606.1,10.7199,10.1727,283.844
8276,0.0190157,11281.8,59606.6,10.7177,10.1685,283.849
8277,0.0178971,11279.6,59607,10.7156,10.1646,283.853
8278,0.0190157,11277.3,59607.4,10.7133,10.1604,283.857
8279,0.0190157,11275,59607.9,10.7111,10.1562,283.861
8280,0.0190157,11272.7,59608.3,10.7089,10.152,283.865
8281,0.0190157,11270.3,59608.7,10.7066,10.1478,283.869
8282,0.0178971,11268.1,59609.1,10.7045,10.1439,283.873
8283,0.0190157,11265.8,59609.6,10.7023,10.1397,283.877
8284,0.0190157,11263.5,59610,10.7001,10.1355,283.882
8285,0.0190157,11261.2,59610.5,10.6978,10.1313,283.886
8286,0.0178971,11259,59610.9,10.6957,10.1274,283.89
8287,0.0190157,11256.7,59611.3,10.6935,10.1232,283.894
8288,0.0190157,11254.3,59611.8,10.6913,10.119,283.898
8289,0.0190157,11252,59612.2,10.689,10.1149,283.902
8290,0.0190157,11249.7,59612.6,10.6868,10.1107,283.906
8291,0.0178971,11247.5,59613,10.6847,10.1068,283.91
8292,0.0190157,11245.2,59613.5,10.6825,10.1026,283.915
8293,0.0190157,11242.9,59613.9,10.6803,10.0984,283.919
8294,0.0190157,11240.6,59614.4,10.678,10.0943,283.923
8295,0.0178971,11238.4,59614.8,10.6759,10.0904,283.927
8296,0.0190157,11236.1,59615.2,10.6737,10.0862,283.931
8297,0.0190157,11233.8,59615.6,10.6715,10.082,283.935
8298,0.0190157,11231.4,59616.1,10.6692,10.0779,283.939
8299,0.0178971,11229.3,59616.5,10.6672,10.074,283.943
8300,0.0190157,11226.9,59616.9,10.6649,10.0698,283.947
8301,0.0190157,11224.6,59617.4,10.6627,10.0657,283.951
8302,0.0190157,11222.3,59617.8,10.6605,10.0615,283.956
8303,0.0190157,11220,59618.2,10.6583,10.0574,283.96
8304,0.0178971,11217.8,59618.6,10.6562,10.0535,283.964
8305,0.0190157,11215.5,59619.1,10.6539,10.0493,283.968
8306,0.0190157,11213.2,59619.5,10.6517,10.0452,283.972
8307,0.0190157,11210.9,59619.9,10.6495,10.041,283.976
8308,0.0178971,11208.7,59620.4,10.6474,10.0371,283.98
8309,0.0190157,11206.4,59620.8,10.6452,10.033,283.984
8310,0.0190157,11204.1,59621.2,10.643,10.0289,283.988
8311,0.0190157,11201.8,59621.7,10.6407,10.0247,283.992
8312,0.0190157,11199.5,59622.1,10.6385,10.0206,283.997
8313,0.0178971,11197.3,59622.5,10.6364,10.0167,284
8314,0.0190157,11195,59622.9,10.6342,10.0126,284.005
8315,0.0190157,11192.7,59623.4,10.632,10.0084,284.009
8316,0.0190157,11190.4,59623.8,10.6298,10.0043,284.013
8317,0.0178971,11188.2,59624.2,10.6277,10.0004,284.017
8318,0.0190157,11185.9,59624.6,10.6255,9.99631,284.021
8319,0.0190157,11183.6,59625.1,10.6233,9.99219,284.025
8320,0.0190157,11181.3,59625.5,10.621,9.98807,284.029
8321,0.0178971,11179.1,59625.9,10.619,9.98419,284.033
8322,0.0190157,11176.8,59626.3,10.6167,9.98007,284.037
8323,0.0190157,11174.5,59626.8,10.6145,9.97596,284.041
8324,0.0190157,11172.2,59627.2,10.6123,9.97184,284.045
8325,0.0190157,11169.9,59627.6,10.6101,9.96773,284.049
8326,0.0178971,11167.7,59628,10.608,9.96386,284.053
8327,0.0190157,11165.4,59628.5,10.6058,9.95975,284.057
8328,0.0190157,11163.1,59628.9,10.6036,9.95565,284.061
8329,0.0190157,11160.8,59629.3,10.6014,9.95154,284.066
8330,0.0178971,11158.6,59629.7,10.5993,9.94768,284.069
8331,0.0190157,11156.3,59630.2,10.5971,9.94358,284.074
8332,0.0190157,11154,59630.6,10.5949,9.93948,284.078
8333,0.0190157,11151.7,59631,10.5927,9.93538,284.082
8334,0.0178971,11149.6,59631.4,10.5906,9.93152,284.086
8335,0.0190157,11147.3,59631.9,10.5884,9.92742,284.09
8336,0.0190157,11145,59632.3,10.5862,9.92333,284.094
8337,0.0190157,11142.7,59632.7,10.584,9.91924,284.098
8338,0.0190157,11140.4,59633.2,10.5818,9.91515,284.102
8339,0.0178971,11138.2,59633.6,10.5797,9.9113,284.106
8340,0.0190157,11135.9,59634,10.5775,9.90721,284.11
8341,0.0190157,11133.6,59634.4,10.5753,9.90312,284.114
8342,0.0190157,11131.3,59634.8,10.5731,9.89904,284.118
8343,0.0178971,11129.2,59635.2,10.571,9.8952,284.122
8344,0.0190157,11126.9,59635.7,10.5688,9.89111,284.126
8345,0.0190157,11124.6,59636.1,10.5666,9.88703,284.13
8346,0.0190157,11122.3,59636.5,10.5644,9.88296,284.134
8347,0.0178971,11120.1,59636.9,10.5623,9.87912,284.138
8348,0.0190157,11117.8,59637.4,10.5601,9.87505,284.142
8349,0.0190157,11115.5,59637.8,10.5579,9.87097,284.146
8350,0.0190157,11113.2,59638.2,10.5557,9.8669,284.15
8351,0.0190157,11111,59638.6,10.5535,9.86283,284.154
8352,0.0178971,11108.8,59639,10.5514,9.859,284.158
8353,0.0190157,11106.5,59639.5,10.5492,9.85494,284.162
8354,0.0190157,11104.2,59639.9,10.547,9.85087,284.166
8355,0.0190157,11101.9,59640.3,10.5448,9.84681,284.17
8356,0.0178971,11099.8,59640.7,10.5427,9.84298,284.174
8357,0.0190157,11097.5,59641.2,10.5405,9.83892,284.178
8358,0.0190157,11095.2,59641.6,10.5383,9.83487,284.182
8359,0.0190157,11092.9,59642,10.5361,9.83081,284.186
8360,0.0178971,11090.8,59642.4,10.5341,9.82699,284.19
8361,0.0190157,11088.5,59642.8,10.5319,9.82294,284.194
8362,0.0190157,11086.2,59643.3,10.5297,9.81889,284.198
8363,0.0190157,11083.9,59643.7,10.5275,9.81484,284.202
8364,0.0190157,11081.6,59644.1,10.5253,9.81079,284.206
8365,0.0178971,11079.5,59644.5,10.5232,9.80698,284.21
8366,0.0190157,11077.2,59644.9,10.521,9.80293,284.214
8367,0.0190157,11074.9,59645.4,10.5188,9.79889,284.218
8368,0.0190157,11072.6,59645.8,10.5166,9.79485,284.222
8369,0.0178971,11070.4,59646.2,10.5146,9.79104,284.226
