time,v_perp,v_para,pitch_angle,v_perp_eV,v_para_eV
110.055,30802.9,52262.8,30.5144,75.8022,218.215
110.066,30799.3,52265,30.5105,75.7844,218.233
110.077,30795.7,52267.1,30.5065,75.7667,218.25
110.088,30792.1,52269.2,30.5026,75.749,218.268
110.099,30788.5,52271.3,30.4986,75.7313,218.286
110.11,30784.9,52273.4,30.4947,75.7135,218.304
110.121,30781.3,52275.6,30.4907,75.6958,218.321
110.132,30777.7,52277.7,30.4868,75.6781,218.339
110.143,30774.1,52279.8,30.4828,75.6604,218.357
110.154,30770.5,52281.9,30.4789,75.6427,218.374
110.165,30766.9,52284,30.475,75.625,218.392
110.176,30763.3,52286.2,30.471,75.6073,218.41
110.187,30759.7,52288.3,30.4671,75.5896,218.427
110.198,30756.1,52290.4,30.4631,75.5719,218.445
110.209,30752.5,52292.5,30.4592,75.5542,218.463
110.22,30748.9,52294.6,30.4552,75.5366,218.481
110.231,30745.3,52296.7,30.4513,75.5189,218.498
110.242,30741.7,52298.9,30.4473,75.5012,218.516
110.253,30738.1,52301,30.4434,75.4835,218.534
110.264,30734.5,52303.1,30.4395,75.4659,218.551
110.275,30730.9,52305.2,30.4355,75.4482,218.569
110.286,30727.3,52307.3,30.4316,75.4305,218.587
110.297,30723.7,52309.4,30.4276,75.4129,218.604
110.308,30720.1,52311.5,30.4237,75.3952,218.622
110.319,30716.5,52313.7,30.4198,75.3776,218.64
110.33,30712.9,52315.8,30.4158,75.3599,218.657
110.341,30709.3,52317.9,30.4119,75.3423,218.675
110.352,30705.7,52320,30.408,75.3246,218.692
110.363,30702.1,52322.1,30.404,75.307,218.71
110.374,30698.5,52324.2,30.4001,75.2894,218.728
110.385,30694.9,52326.3,30.3961,75.2717,218.745
110.396,30691.3,52328.4,30.3922,75.2541,218.763
110.407,30687.7,52330.5,30.3883,75.2365,218.781
110.418,30684.1,52332.6,30.3843,75.2189,218.798
110.429,30680.6,52334.7,30.3804,75.2012,218.816
110.44,30677,52336.8,30.3765,75.1836,218.833
110.451,30673.4,52339,30.3725,75.166,218.851
110.462,30669.8,52341.1,30.3686,75.1484,218.869
110.473,30666.2,52343.2,30.3647,75.1308,218.886
110.484,30662.6,52345.3,30.3607,75.1132,218.904
110.495,30659,52347.4,30.3568,75.0956,218.922
110.506,30655.4,52349.5,30.3529,75.078,218.939
110.517,30651.8,52351.6,30.3489,75.0604,218.957
110.528,30648.2,52353.7,30.345,75.0428,218.974
110.539,30644.6,52355.8,30.3411,75.0252,218.992
110.55,30641,52357.9,30.3372,75.0077,219.009
110.561,30637.4,52360,30.3332,74.9901,219.027
110.572,30633.9,52362.1,30.3293,74.9725,219.045
110.583,30630.3,52364.2,30.3254,74.9549,219.062
110.594,30626.7,52366.3,30.3214,74.9374,219.08
110.605,30623.1,52368.4,30.3175,74.9198,219.097
110.616,30619.5,52370.5,30.3136,74.9023,219.115
110.627,30615.9,52372.6,30.3097,74.8847,219.132
110.638,30612.3,52374.7,30.3057,74.8671,219.15
110.649,30608.7,52376.8,30.3018,74.8496,219.168
110.66,30605.1,52378.9,30.2979,74.832,219.185
110.671,30601.6,52381,30.294,74.8145,219.203
110.682,30598,52383.1,30.29,74.797,219.22
110.693,30594.4,52385.2,30.2861,74.7794,219.238
110.704,30590.8,52387.3,30.2822,74.7619,219.255
110.715,30587.2,52389.3,30.2783,74.7444,219.273
110.726,30583.6,52391.4,30.2743,74.7268,219.29
110.737,30580,52393.5,30.2704,74.7093,219.308
110.748,30576.5,52395.6,30.2665,74.6918,219.325
110.759,30572.9,52397.7,30.2626,74.6743,219.343
110.77,30569.3,52399.8,30.2587,74.6568,219.36
110.781,30565.7,52401.9,30.2547,74.6393,219.378
110.792,30562.1,52404,30.2508,74.6218,219.395
110.803,30558.5,52406.1,30.2469,74.6043,219.413
110.814,30554.9,52408.2,30.243,74.5868,219.43
110.825,30551.4,52410.3,30.2391,74.5693,219.448
110.836,30547.8,52412.4,30.2352,74.5518,219.465
110.847,30544.2,52414.4,30.2312,74.5343,219.483
110.858,30540.6,52416.5,30.2273,74.5168,219.5
110.869,30537,52418.6,30.2234,74.4993,219.518
110.88,30533.4,52420.7,30.2195,74.4818,219.535
110.891,30529.9,52422.8,30.2156,74.4644,219.553
110.902,30526.3,52424.9,30.2117,74.4469,219.57
110.913,30522.7,52427,30.2077,74.4294,219.588
110.924,30519.1,52429,30.2038,74.412,219.605
110.935,30515.5,52431.1,30.1999,74.3945,219.623
110.946,30512,52433.2,30.196,74.377,219.64
110.957,30508.4,52435.3,30.1921,74.3596,219.658
110.968,30504.8,52437.4,30.1882,74.3421,219.675
110.979,30501.2,52439.5,30.1843,74.3247,219.692
110.99,30497.6,52441.5,30.1804,74.3072,219.71
111.001,30494.1,52443.6,30.1764,74.2898,219.727
111.012,30490.5,52445.7,30.1725,74.2724,219.745
111.023,30486.9,52447.8,30.1686,74.2549,219.762
111.034,30483.3,52449.9,30.1647,74.2375,219.78
111.045,30479.7,52451.9,30.1608,74.2201,219.797
111.056,30476.2,52454,30.1569,74.2026,219.814
111.067,30472.6,52456.1,30.153,74.1852,219.832
111.078,30469,52458.2,30.1491,74.1678,219.849
111.089,30465.4,52460.3,30.1452,74.1504,219.867
111.1,30461.9,52462.3,30.1413,74.133,219.884
111.111,30458.3,52464.4,30.1374,74.1156,219.902
111.122,30454.7,52466.5,30.1335,74.0982,219.919
111.133,30451.1,52468.6,30.1296,74.0808,219.936
111.144,30447.6,52470.6,30.1256,74.0634,219.954
111.155,30444,52472.7,30.1217,74.046,219.971
111.166,30440.4,52474.8,30.1178,74.0286,219.989
111.177,30436.8,52476.9,30.1139,74.0112,220.006
111.188,30433.3,52478.9,30.11,73.9938,220.023
111.199,30429.7,52481,30.1061,73.9764,220.041
111.21,30426.1,52483.1,30.1022,73.9591,220.058
111.221,30422.5,52485.1,30.0983,73.9417,220.075
111.232,30419,52487.2,30.0944,73.9243,220.093
111.243,30415.4,52489.3,30.0905,73.907,220.11
111.254,30411.8,52491.4,30.0866,73.8896,220.128
111.265,30408.2,52493.4,30.0827,73.8722,220.145
111.276,30404.7,52495.5,30.0788,73.8549,220.162
111.287,30401.1,52497.6,30.0749,73.8375,220.18
111.298,30397.5,52499.6,30.071,73.8202,220.197
111.309,30394,52501.7,30.0671,73.8028,220.214
111.32,30390.4,52503.8,30.0632,73.7855,220.232
111.331,30386.8,52505.8,30.0593,73.7682,220.249
111.342,30383.2,52507.9,30.0554,73.7508,220.266
111.353,30379.7,52510,30.0516,73.7335,220.284
111.364,30376.1,52512,30.0477,73.7162,220.301
111.375,30372.5,52514.1,30.0438,73.6988,220.318
111.386,30369,52516.2,30.0399,73.6815,220.336
111.397,30365.4,52518.2,30.036,73.6642,220.353
111.408,30361.8,52520.3,30.0321,73.6469,220.37
111.419,30358.3,52522.4,30.0282,73.6296,220.388
111.43,30354.7,52524.4,30.0243,73.6123,220.405
111.441,30351.1,52526.5,30.0204,73.595,220.422
111.452,30347.6,52528.5,30.0165,73.5777,220.439
111.463,30344,52530.6,30.0126,73.5604,220.457
111.474,30340.4,52532.7,30.0087,73.5431,220.474
111.485,30336.8,52534.7,30.0048,73.5258,220.491
111.496,30333.3,52536.8,30.0009,73.5085,220.509
111.507,30329.7,52538.8,29.9971,73.4912,220.526
111.518,30326.1,52540.9,29.9932,73.4739,220.543
111.529,30322.6,52543,29.9893,73.4566,220.56
111.54,30319,52545,29.9854,73.4394,220.578
111.551,30315.5,52547.1,29.9815,73.4221,220.595
111.562,30311.9,52549.1,29.9776,73.4048,220.612
111.573,30308.3,52551.2,29.9737,73.3876,220.63
111.584,30304.8,52553.2,29.9698,73.3703,220.647
111.595,30301.2,52555.3,29.966,73.353,220.664
111.606,30297.6,52557.3,29.9621,73.3358,220.681
111.617,30294.1,52559.4,29.9582,73.3185,220.699
111.628,30290.5,52561.5,29.9543,73.3013,220.716
111.639,30286.9,52563.5,29.9504,73.284,220.733
111.65,30283.4,52565.6,29.9465,73.2668,220.75
111.661,30279.8,52567.6,29.9427,73.2496,220.768
111.672,30276.3,52569.7,29.9388,73.2323,220.785
111.683,30272.7,52571.7,29.9349,73.2151,220.802
111.694,30269.1,52573.8,29.931,73.1979,220.819
111.705,30265.6,52575.8,29.9271,73.1807,220.836
111.716,30262,52577.9,29.9232,73.1634,220.854
111.727,30258.4,52579.9,29.9194,73.1462,220.871
111.738,30254.9,52582,29.9155,73.129,220.888
111.749,30251.3,52584,29.9116,73.1118,220.905
111.76,30247.8,52586.1,29.9077,73.0946,220.923
111.771,30244.2,52588.1,29.9038,73.0774,220.94
111.782,30240.6,52590.2,29.9,73.0602,220.957
111.793,30237.1,52592.2,29.8961,73.043,220.974
111.804,30233.5,52594.3,29.8922,73.0258,220.991
111.815,30230,52596.3,29.8883,73.0086,221.009
111.826,30226.4,52598.3,29.8845,72.9914,221.026
111.837,30222.9,52600.4,29.8806,72.9742,221.043
111.848,30219.3,52602.4,29.8767,72.9571,221.06
111.859,30215.7,52604.5,29.8728,72.9399,221.077
111.87,30212.2,52606.5,29.869,72.9227,221.094
111.881,30208.6,52608.6,29.8651,72.9055,221.112
111.892,30205.1,52610.6,29.8612,72.8884,221.129
111.903,30201.5,52612.6,29.8573,72.8712,221.146
111.914,30198,52614.7,29.8535,72.854,221.163
111.925,30194.4,52616.7,29.8496,72.8369,221.18
111.936,30190.8,52618.8,29.8457,72.8197,221.197
111.947,30187.3,52620.8,29.8419,72.8026,221.215
111.958,30183.7,52622.8,29.838,72.7854,221.232
111.969,30180.2,52624.9,29.8341,72.7683,221.249
111.98,30176.6,52626.9,29.8302,72.7512,221.266
111.991,30173.1,52629,29.8264,72.734,221.283
112.002,30169.5,52631,29.8225,72.7169,221.3
112.013,30166,52633,29.8186,72.6998,221.317
112.024,30162.4,52635.1,29.8148,72.6826,221.334
112.035,30158.9,52637.1,29.8109,72.6655,221.352
112.046,30155.3,52639.1,29.807,72.6484,221.369
112.057,30151.8,52641.2,29.8032,72.6313,221.386
112.068,30148.2,52643.2,29.7993,72.6142,221.403
112.079,30144.6,52645.2,29.7954,72.5971,221.42
112.09,30141.1,52647.3,29.7916,72.58,221.437
112.101,30137.5,52649.3,29.7877,72.5629,221.454
112.112,30134,52651.3,29.7838,72.5458,221.471
112.123,30130.4,52653.4,29.78,72.5287,221.488
112.134,30126.9,52655.4,29.7761,72.5116,221.506
112.145,30123.3,52657.4,29.7723,72.4945,221.523
112.156,30119.8,52659.5,29.7684,72.4774,221.54
112.167,30116.2,52661.5,29.7645,72.4603,221.557
112.178,30112.7,52663.5,29.7607,72.4432,221.574
112.189,30109.1,52665.6,29.7568,72.4262,221.591
112.2,30105.6,52667.6,29.7529,72.4091,221.608
112.211,30102,52669.6,29.7491,72.392,221.625
112.222,30098.5,52671.6,29.7452,72.375,221.642
112.233,30094.9,52673.7,29.7414,72.3579,221.659
112.244,30091.4,52675.7,29.7375,72.3408,221.676
112.255,30087.9,52677.7,29.7336,72.3238,221.693
112.266,30084.3,52679.7,29.7298,72.3067,221.71
112.277,30080.8,52681.8,29.7259,72.2897,221.727
112.288,30077.2,52683.8,29.7221,72.2726,221.744
112.299,30073.7,52685.8,29.7182,72.2556,221.762
112.31,30070.1,52687.8,29.7144,72.2386,221.779
112.321,30066.6,52689.9,29.7105,72.2215,221.796
112.332,30063,52691.9,29.7066,72.2045,221.813
112.343,30059.5,52693.9,29.7028,72.1875,221.83
112.354,30055.9,52695.9,29.6989,72.1704,221.847
112.365,30052.4,52698,29.6951,72.1534,221.864
112.376,30048.9,52700,29.6912,72.1364,221.881
112.387,30045.3,52702,29.6874,72.1194,221.898
112.398,30041.8,52704,29.6835,72.1024,221.915
112.409,30038.2,52706,29.6797,72.0854,221.932
112.42,30034.7,52708.1,29.6758,72.0684,221.949
112.431,30031.1,52710.1,29.672,72.0514,221.966
112.442,30027.6,52712.1,29.6681,72.0344,221.983
112.453,30024.1,52714.1,29.6643,72.0174,222
112.464,30020.5,52716.1,29.6604,72.0004,222.017
112.475,30017,52718.1,29.6566,71.9834,222.034
112.486,30013.4,52720.2,29.6527,71.9664,222.051
112.497,30009.9,52722.2,29.6489,71.9494,222.068
112.508,30006.3,52724.2,29.645,71.9324,222.085
112.519,30002.8,52726.2,29.6412,71.9155,222.102
112.53,29999.3,52728.2,29.6373,71.8985,222.119
112.541,29995.7,52730.2,29.6335,71.8815,222.136
112.552,29992.2,52732.3,29.6296,71.8646,222.153
112.563,29988.6,52734.3,29.6258,71.8476,222.17
112.574,29985.1,52736.3,29.6219,71.8306,222.186
112.585,29981.6,52738.3,29.6181,71.8137,222.203
112.596,29978,52740.3,29.6143,71.7967,222.22
112.607,29974.5,52742.3,29.6104,71.7798,222.237
112.618,29970.9,52744.3,29.6066,71.7628,222.254
112.629,29967.4,52746.3,29.6027,71.7459,222.271
112.64,29963.9,52748.3,29.5989,71.729,222.288
112.651,29960.3,52750.4,29.595,71.712,222.305
112.662,29956.8,52752.4,29.5912,71.6951,222.322
112.673,29953.3,52754.4,29.5874,71.6782,222.339
112.684,29949.7,52756.4,29.5835,71.6613,222.356
112.695,29946.2,52758.4,29.5797,71.6443,222.373
112.706,29942.7,52760.4,29.5758,71.6274,222.39
112.717,29939.1,52762.4,29.572,71.6105,222.407
112.728,29935.6,52764.4,29.5682,71.5936,222.424
112.739,29932,52766.4,29.5643,71.5767,222.44
112.75,29928.5,52768.4,29.5605,71.5598,222.457
112.761,29925,52770.4,29.5566,71.5429,222.474
112.772,29921.4,52772.4,29.5528,71.526,222.491
112.783,29917.9,52774.4,29.549,71.5091,222.508
112.794,29914.4,52776.4,29.5451,71.4922,222.525
112.805,29910.8,52778.4,29.5413,71.4753,222.542
112.816,29907.3,52780.4,29.5375,71.4584,222.559
112.827,29903.8,52782.4,29.5336,71.4415,222.576
112.838,29900.2,52784.4,29.5298,71.4247,222.592
112.849,29896.7,52786.4,29.526,71.4078,222.609
112.86,29893.2,52788.4,29.5221,71.3909,222.626
112.871,29889.7,52790.4,29.5183,71.3741,222.643
112.882,29886.1,52792.4,29.5145,71.3572,222.66
112.893,29882.6,52794.4,29.5106,71.3403,222.677
112.904,29879.1,52796.4,29.5068,71.3235,222.694
112.915,29875.5,52798.4,29.503,71.3066,222.71
112.926,29872,52800.4,29.4991,71.2898,222.727
112.937,29868.5,52802.4,29.4953,71.2729,222.744
112.948,29864.9,52804.4,29.4915,71.2561,222.761
112.959,29861.4,52806.4,29.4877,71.2392,222.778
112.97,29857.9,52808.4,29.4838,71.2224,222.795
112.981,29854.4,52810.4,29.48,71.2056,222.812
112.992,29850.8,52812.4,29.4762,71.1887,222.828
113.003,29847.3,52814.4,29.4723,71.1719,222.845
113.014,29843.8,52816.4,29.4685,71.1551,222.862
113.025,29840.2,52818.4,29.4647,71.1383,222.879
113.036,29836.7,52820.4,29.4609,71.1215,222.896
113.047,29833.2,52822.4,29.457,71.1046,222.912
113.058,29829.7,52824.4,29.4532,71.0878,222.929
113.069,29826.1,52826.3,29.4494,71.071,222.946
113.08,29822.6,52828.3,29.4456,71.0542,222.963
113.091,29819.1,52830.3,29.4417,71.0374,222.98
113.102,29815.6,52832.3,29.4379,71.0206,222.996
113.113,29812,52834.3,29.4341,71.0038,223.013
113.124,29808.5,52836.3,29.4303,70.987,223.03
113.135,29805,52838.3,29.4264,70.9703,223.047
113.146,29801.5,52840.3,29.4226,70.9535,223.064
113.157,29797.9,52842.3,29.4188,70.9367,223.08
113.168,29794.4,52844.2,29.415,70.9199,223.097
113.179,29790.9,52846.2,29.4112,70.9031,223.114
113.19,29787.4,52848.2,29.4073,70.8864,223.131
113.201,29783.8,52850.2,29.4035,70.8696,223.148
113.212,29780.3,52852.2,29.3997,70.8528,223.164
113.223,29776.8,52854.2,29.3959,70.8361,223.181
113.234,29773.3,52856.2,29.3921,70.8193,223.198
113.245,29769.7,52858.1,29.3882,70.8026,223.215
113.256,29766.2,52860.1,29.3844,70.7858,223.231
113.267,29762.7,52862.1,29.3806,70.7691,223.248
113.278,29759.2,52864.1,29.3768,70.7523,223.265
113.289,29755.7,52866.1,29.373,70.7356,223.282
113.3,29752.1,52868.1,29.3692,70.7189,223.298
113.311,29748.6,52870,29.3654,70.7021,223.315
113.322,29745.1,52872,29.3615,70.6854,223.332
113.333,29741.6,52874,29.3577,70.6687,223.348
113.344,29738.1,52876,29.3539,70.6519,223.365
113.355,29734.5,52878,29.3501,70.6352,223.382
113.366,29731,52879.9,29.3463,70.6185,223.399
113.377,29727.5,52881.9,29.3425,70.6018,223.415
113.388,29724,52883.9,29.3387,70.5851,223.432
113.399,29720.5,52885.9,29.3348,70.5684,223.449
113.41,29717,52887.8,29.331,70.5517,223.465
113.421,29713.4,52889.8,29.3272,70.535,223.482
113.432,29709.9,52891.8,29.3234,70.5183,223.499
113.443,29706.4,52893.8,29.3196,70.5016,223.516
113.454,29702.9,52895.7,29.3158,70.4849,223.532
113.465,29699.4,52897.7,29.312,70.4682,223.549
113.476,29695.9,52899.7,29.3082,70.4515,223.566
113.487,29692.3,52901.7,29.3044,70.4348,223.582
113.498,29688.8,52903.6,29.3006,70.4182,223.599
113.509,29685.3,52905.6,29.2968,70.4015,223.616
113.52,29681.8,52907.6,29.293,70.3848,223.632
113.531,29678.3,52909.6,29.2891,70.3681,223.649
113.542,29674.8,52911.5,29.2853,70.3515,223.666
113.553,29671.3,52913.5,29.2815,70.3348,223.682
113.564,29667.7,52915.5,29.2777,70.3182,223.699
113.575,29664.2,52917.4,29.2739,70.3015,223.716
113.586,29660.7,52919.4,29.2701,70.2849,223.732
113.597,29657.2,52921.4,29.2663,70.2682,223.749
113.608,29653.7,52923.3,29.2625,70.2516,223.766
113.619,29650.2,52925.3,29.2587,70.2349,223.782
113.63,29646.7,52927.3,29.2549,70.2183,223.799
113.641,29643.2,52929.2,29.2511,70.2017,223.815
113.652,29639.6,52931.2,29.2473,70.185,223.832
113.663,29636.1,52933.2,29.2435,70.1684,223.849
113.674,29632.6,52935.1,29.2397,70.1518,223.865
113.685,29629.1,52937.1,29.2359,70.1352,223.882
113.696,29625.6,52939.1,29.2321,70.1185,223.899
113.707,29622.1,52941,29.2283,70.1019,223.915
113.718,29618.6,52943,29.2245,70.0853,223.932
113.729,29615.1,52945,29.2207,70.0687,223.948
113.74,29611.6,52946.9,29.2169,70.0521,223.965
113.751,29608.1,52948.9,29.2131,70.0355,223.982
113.762,29604.5,52950.8,29.2093,70.0189,223.998
113.773,29601,52952.8,29.2055,70.0023,224.015
113.784,29597.5,52954.8,29.2017,69.9857,224.031
113.795,29594,52956.7,29.1979,69.9691,224.048
113.806,29590.5,52958.7,29.1941,69.9526,224.065
113.817,29587,52960.7,29.1904,69.936,224.081
113.828,29583.5,52962.6,29.1866,69.9194,224.098
113.839,29580,52964.6,29.1828,69.9028,224.114
113.85,29576.5,52966.5,29.179,69.8863,224.131
113.861,29573,52968.5,29.1752,69.8697,224.147
113.872,29569.5,52970.4,29.1714,69.8531,224.164
113.883,29566,52972.4,29.1676,69.8366,224.181
113.894,29562.5,52974.4,29.1638,69.82,224.197
113.905,29559,52976.3,29.16,69.8035,224.214
113.916,29555.5,52978.3,29.1562,69.7869,224.23
113.927,29551.9,52980.2,29.1524,69.7704,224.247
113.938,29548.4,52982.2,29.1486,69.7538,224.263
113.949,29544.9,52984.1,29.1449,69.7373,224.28
113.96,29541.4,52986.1,29.1411,69.7207,224.296
113.971,29537.9,52988,29.1373,69.7042,224.313
113.982,29534.4,52990,29.1335,69.6877,224.329
113.993,29530.9,52991.9,29.1297,69.6711,224.346
114.004,29527.4,52993.9,29.1259,69.6546,224.362
114.015,29523.9,52995.8,29.1221,69.6381,224.379
114.026,29520.4,52997.8,29.1183,69.6216,224.396
114.037,29516.9,52999.7,29.1146,69.6051,224.412
114.048,29513.4,53001.7,29.1108,69.5886,224.429
114.059,29509.9,53003.6,29.107,69.572,224.445
114.07,29506.4,53005.6,29.1032,69.5555,224.462
114.081,29502.9,53007.5,29.0994,69.539,224.478
114.092,29499.4,53009.5,29.0956,69.5225,224.495
114.103,29495.9,53011.4,29.0919,69.506,224.511
114.114,29492.4,53013.4,29.0881,69.4896,224.528
114.125,29488.9,53015.3,29.0843,69.4731,224.544
114.136,29485.4,53017.3,29.0805,69.4566,224.561
114.147,29481.9,53019.2,29.0767,69.4401,224.577
114.158,29478.4,53021.2,29.073,69.4236,224.593
114.169,29474.9,53023.1,29.0692,69.4072,224.61
114.18,29471.4,53025.1,29.0654,69.3907,224.626
114.191,29467.9,53027,29.0616,69.3742,224.643
114.202,29464.4,53028.9,29.0578,69.3577,224.659
114.213,29460.9,53030.9,29.0541,69.3413,224.676
114.224,29457.4,53032.8,29.0503,69.3248,224.692
114.235,29453.9,53034.8,29.0465,69.3084,224.709
114.246,29450.5,53036.7,29.0427,69.2919,224.725
114.257,29447,53038.6,29.039,69.2755,224.742
114.268,29443.5,53040.6,29.0352,69.259,224.758
114.279,29440,53042.5,29.0314,69.2426,224.775
114.29,29436.5,53044.5,29.0276,69.2261,224.791
114.301,29433,53046.4,29.0239,69.2097,224.807
114.312,29429.5,53048.3,29.0201,69.1933,224.824
114.323,29426,53050.3,29.0163,69.1769,224.84
114.334,29422.5,53052.2,29.0125,69.1604,224.857
114.345,29419,53054.2,29.0088,69.144,224.873
114.356,29415.5,53056.1,29.005,69.1276,224.89
114.367,29412,53058,29.0012,69.1112,224.906
114.378,29408.5,53060,28.9974,69.0948,224.922
114.389,29405,53061.9,28.9937,69.0784,224.939
114.4,29401.5,53063.8,28.9899,69.0619,224.955
114.411,29398,53065.8,28.9861,69.0455,224.972
114.422,29394.6,53067.7,28.9824,69.0291,224.988
114.433,29391.1,53069.6,28.9786,69.0128,225.004
114.444,29387.6,53071.6,28.9748,68.9964,225.021
114.455,29384.1,53073.5,28.9711,68.98,225.037
114.466,29380.6,53075.4,28.9673,68.9636,225.054
114.477,29377.1,53077.4,28.9635,68.9472,225.07
114.488,29373.6,53079.3,28.9598,68.9308,225.086
114.499,29370.1,53081.2,28.956,68.9145,225.103
114.51,29366.6,53083.2,28.9522,68.8981,225.119
114.521,29363.1,53085.1,28.9485,68.8817,225.135
114.532,29359.7,53087,28.9447,68.8653,225.152
114.543,29356.2,53088.9,28.9409,68.849,225.168
114.554,29352.7,53090.9,28.9372,68.8326,225.184
114.565,29349.2,53092.8,28.9334,68.8163,225.201
114.576,29345.7,53094.7,28.9296,68.7999,225.217
114.587,29342.2,53096.7,28.9259,68.7836,225.234
114.598,29338.7,53098.6,28.9221,68.7672,225.25
114.609,29335.2,53100.5,28.9183,68.7509,225.266
114.62,29331.8,53102.4,28.9146,68.7345,225.283
114.631,29328.3,53104.4,28.9108,68.7182,225.299
114.642,29324.8,53106.3,28.9071,68.7019,225.315
114.653,29321.3,53108.2,28.9033,68.6855,225.332
114.664,29317.8,53110.1,28.8995,68.6692,225.348
114.675,29314.3,53112.1,28.8958,68.6529,225.364
114.686,29310.9,53114,28.892,68.6366,225.381
114.697,29307.4,53115.9,28.8883,68.6203,225.397
114.708,29303.9,53117.8,28.8845,68.6039,225.413
114.719,29300.4,53119.8,28.8808,68.5876,225.429
114.73,29296.9,53121.7,28.877,68.5713,225.446
114.741,29293.4,53123.6,28.8732,68.555,225.462
114.752,29290,53125.5,28.8695,68.5387,225.478
114.763,29286.5,53127.4,28.8657,68.5224,225.495
114.774,29283,53129.4,28.862,68.5061,225.511
114.785,29279.5,53131.3,28.8582,68.4898,225.527
114.796,29276,53133.2,28.8545,68.4736,225.544
114.807,29272.5,53135.1,28.8507,68.4573,225.56
114.818,29269.1,53137,28.847,68.441,225.576
114.829,29265.6,53138.9,28.8432,68.4247,225.592
114.84,29262.1,53140.9,28.8395,68.4084,225.609
114.851,29258.6,53142.8,28.8357,68.3922,225.625
114.862,29255.1,53144.7,28.8319,68.3759,225.641
114.873,29251.7,53146.6,28.8282,68.3596,225.657
114.884,29248.2,53148.5,28.8244,68.3434,225.674
114.895,29244.7,53150.4,28.8207,68.3271,225.69
114.906,29241.2,53152.3,28.8169,68.3109,225.706
114.917,29237.7,53154.3,28.8132,68.2946,225.722
114.928,29234.3,53156.2,28.8094,68.2784,225.739
114.939,29230.8,53158.1,28.8057,68.2621,225.755
114.95,29227.3,53160,28.802,68.2459,225.771
114.961,29223.8,53161.9,28.7982,68.2296,225.787
114.972,29220.4,53163.8,28.7945,68.2134,225.804
114.983,29216.9,53165.7,28.7907,68.1972,225.82
114.994,29213.4,53167.6,28.787,68.181,225.836
115.005,29209.9,53169.6,28.7832,68.1647,225.852
115.016,29206.5,53171.5,28.7795,68.1485,225.869
115.027,29203,53173.4,28.7757,68.1323,225.885
115.038,29199.5,53175.3,28.772,68.1161,225.901
115.049,29196,53177.2,28.7682,68.0999,225.917
115.06,29192.6,53179.1,28.7645,68.0837,225.933
115.071,29189.1,53181,28.7608,68.0675,225.95
115.082,29185.6,53182.9,28.757,68.0513,225.966
115.093,29182.1,53184.8,28.7533,68.0351,225.982
115.104,29178.7,53186.7,28.7495,68.0189,225.998
115.115,29175.2,53188.6,28.7458,68.0027,226.014
115.126,29171.7,53190.5,28.742,67.9865,226.031
115.137,29168.2,53192.4,28.7383,67.9703,226.047
115.148,29164.8,53194.3,28.7346,67.9541,226.063
115.159,29161.3,53196.2,28.7308,67.9379,226.079
115.17,29157.8,53198.1,28.7271,67.9218,226.095
115.181,29154.4,53200,28.7233,67.9056,226.112
115.192,29150.9,53201.9,28.7196,67.8894,226.128
115.203,29147.4,53203.9,28.7159,67.8733,226.144
115.214,29143.9,53205.8,28.7121,67.8571,226.16
115.225,29140.5,53207.7,28.7084,67.8409,226.176
115.236,29137,53209.6,28.7047,67.8248,226.192
115.247,29133.5,53211.5,28.7009,67.8086,226.208
115.258,29130.1,53213.4,28.6972,67.7925,226.225
115.269,29126.6,53215.3,28.6935,67.7763,226.241
115.28,29123.1,53217.1,28.6897,67.7602,226.257
115.291,29119.7,53219,28.686,67.744,226.273
115.302,29116.2,53220.9,28.6822,67.7279,226.289
115.313,29112.7,53222.8,28.6785,67.7118,226.305
115.324,29109.3,53224.7,28.6748,67.6957,226.321
115.335,29105.8,53226.6,28.671,67.6795,226.338
115.346,29102.3,53228.5,28.6673,67.6634,226.354
115.357,29098.9,53230.4,28.6636,67.6473,226.37
115.368,29095.4,53232.3,28.6599,67.6312,226.386
115.379,29091.9,53234.2,28.6561,67.6151,226.402
115.39,29088.5,53236.1,28.6524,67.5989,226.418
115.401,29085,53238,28.6487,67.5828,226.434
115.412,29081.5,53239.9,28.6449,67.5667,226.45
115.423,29078.1,53241.8,28.6412,67.5506,226.466
115.434,29074.6,53243.7,28.6375,67.5345,226.483
115.445,29071.1,53245.6,28.6337,67.5184,226.499
115.456,29067.7,53247.5,28.63,67.5024,226.515
115.467,29064.2,53249.4,28.6263,67.4863,226.531
115.478,29060.7,53251.2,28.6226,67.4702,226.547
115.489,29057.3,53253.1,28.6188,67.4541,226.563
115.5,29053.8,53255,28.6151,67.438,226.579
115.511,29050.3,53256.9,28.6114,67.422,226.595
115.522,29046.9,53258.8,28.6077,67.4059,226.611
115.533,29043.4,53260.7,28.6039,67.3898,226.627
115.544,29040,53262.6,28.6002,67.3737,226.643
115.555,29036.5,53264.5,28.5965,67.3577,226.659
115.566,29033,53266.4,28.5928,67.3416,226.675
115.577,29029.6,53268.2,28.589,67.3256,226.692
115.588,29026.1,53270.1,28.5853,67.3095,226.708
115.599,29022.7,53272,28.5816,67.2935,226.724
115.61,29019.2,53273.9,28.5779,67.2774,226.74
115.621,29015.7,53275.8,28.5742,67.2614,226.756
115.632,29012.3,53277.7,28.5704,67.2454,226.772
115.643,29008.8,53279.5,28.5667,67.2293,226.788
