time,v_perp,v_para,pitch_angle,v_perp_eV,v_para_eV,inval_lat
0.011,359.473,346.3,46.0693,0.0107753,0.01,75
0.022,372.646,346.301,47.0986,0.0115795,0.0100001,75
0.033,385.819,346.302,48.0897,0.0124126,0.0100001,75
0.044,398.993,346.302,49.0439,0.0132747,0.0100001,75
0.055,412.166,346.303,49.9629,0.0141657,0.0100002,75
0.066,425.339,346.303,50.8481,0.0150857,0.0100002,74.9999
0.077,438.512,346.304,51.7009,0.0160346,0.0100002,74.9999
0.088,451.685,346.305,52.5228,0.0170124,0.0100003,74.9999
0.099,464.858,346.306,53.3149,0.0180192,0.0100003,74.9999
0.11,478.031,346.307,54.0788,0.0190549,0.0100004,74.9999
0.121,491.204,346.308,54.8155,0.0201196,0.0100004,74.9999
0.132,504.377,346.309,55.5262,0.0212132,0.0100005,74.9999
0.143,517.55,346.31,56.2122,0.0223357,0.0100006,74.9999
0.154,530.723,346.311,56.8745,0.0234872,0.0100006,74.9999
0.165,543.896,346.312,57.5141,0.0246676,0.0100007,74.9999
0.176,557.069,346.313,58.132,0.0258769,0.0100008,74.9999
0.187,570.241,346.314,58.7292,0.0271152,0.0100008,74.9999
0.198,583.414,346.315,59.3066,0.0283824,0.0100009,74.9999
0.209,596.587,346.317,59.865,0.0296786,0.010001,74.9999
0.22,609.76,346.318,60.4052,0.0310037,0.0100011,74.9998
0.231,622.933,346.32,60.9281,0.0323577,0.0100011,74.9998
0.242,636.106,346.321,61.4344,0.0337407,0.0100012,74.9998
0.253,649.278,346.323,61.9247,0.0351526,0.0100013,74.9998
0.264,662.451,346.325,62.3998,0.0365934,0.0100014,74.9998
0.275,675.624,346.326,62.8602,0.0380632,0.0100015,74.9998
0.286,688.797,346.328,63.3067,0.0395619,0.0100016,74.9998
0.297,701.969,346.33,63.7397,0.0410896,0.0100017,74.9998
0.308,715.142,346.332,64.1598,0.0426462,0.0100019,74.9998
0.319,728.315,346.334,64.5676,0.0442317,0.010002,74.9998
0.33,741.487,346.336,64.9635,0.0458461,0.0100021,74.9998
0.341,754.66,346.338,65.3481,0.0474895,0.0100022,74.9998
0.352,767.833,346.341,65.7216,0.0491619,0.0100023,74.9998
0.363,781.005,346.343,66.0847,0.0508631,0.0100025,74.9998
0.374,794.178,346.345,66.4377,0.0525933,0.0100026,74.9998
0.385,807.35,346.348,66.781,0.0543525,0.0100028,74.9997
0.396,820.523,346.35,67.1149,0.0561406,0.0100029,74.9997
0.407,833.696,346.353,67.4399,0.0579576,0.0100031,74.9997
0.418,846.868,346.356,67.7562,0.0598035,0.0100032,74.9997
0.429,860.041,346.359,68.0642,0.0616784,0.0100034,74.9997
0.44,873.213,346.362,68.3641,0.0635822,0.0100036,74.9997
0.451,886.385,346.365,68.6564,0.065515,0.0100037,74.9997
0.462,899.558,346.368,68.9412,0.0674766,0.0100039,74.9997
0.473,912.73,346.371,69.2188,0.0694673,0.0100041,74.9997
0.484,925.903,346.374,69.4895,0.0714868,0.0100043,74.9997
0.495,939.075,346.378,69.7535,0.0735353,0.0100045,74.9997
0.506,952.248,346.381,70.0111,0.0756127,0.0100047,74.9997
0.517,965.42,346.385,70.2624,0.0777191,0.0100049,74.9997
0.528,978.592,346.389,70.5078,0.0798544,0.0100051,74.9997
0.539,991.765,346.392,70.7473,0.0820186,0.0100053,74.9996
0.55,1004.94,346.396,70.9812,0.0842117,0.0100056,74.9996
0.561,1018.11,346.4,71.2097,0.0864338,0.0100058,74.9996
0.572,1031.28,346.404,71.433,0.0886849,0.010006,74.9996
0.583,1044.45,346.409,71.6511,0.0909648,0.0100063,74.9996
0.594,1057.63,346.413,71.8644,0.0932737,0.0100065,74.9996
