time,v_perp,v_para,pitch_angle,v_perp_eV,v_para_eV,inval_lat
0.011,349.593,346.3,45.2711,0.0101911,0.01,75
0.022,352.887,346.3,45.5397,0.010384,0.01,75
0.033,356.18,346.3,45.8058,0.0105787,0.01,75
0.044,359.473,346.3,46.0693,0.0107753,0.01,75
0.055,362.767,346.3,46.3303,0.0109736,0.01,75
0.066,366.06,346.301,46.5889,0.0111738,0.01,75
0.077,369.353,346.301,46.845,0.0113757,0.01,75
0.088,372.646,346.301,47.0987,0.0115795,0.01,74.9999
0.099,375.94,346.301,47.35,0.0117851,0.0100001,74.9999
0.11,379.233,346.301,47.5989,0.0119924,0.0100001,74.9999
0.121,382.526,346.301,47.8455,0.0122016,0.0100001,74.9999
0.132,385.82,346.301,48.0897,0.0124126,0.0100001,74.9999
0.143,389.113,346.301,48.3317,0.0126254,0.0100001,74.9999
0.154,392.406,346.302,48.5714,0.0128401,0.0100001,74.9999
0.165,395.7,346.302,48.8088,0.0130565,0.0100001,74.9999
0.176,398.993,346.302,49.044,0.0132747,0.0100001,74.9999
0.187,402.286,346.302,49.277,0.0134948,0.0100001,74.9999
0.198,405.579,346.302,49.5078,0.0137166,0.0100001,74.9999
0.209,408.873,346.302,49.7364,0.0139403,0.0100001,74.9999
0.22,412.166,346.302,49.963,0.0141657,0.0100001,74.9999
0.231,415.459,346.303,50.1874,0.014393,0.0100002,74.9999
0.242,418.752,346.303,50.4097,0.0146221,0.0100002,74.9999
0.253,422.046,346.303,50.6299,0.014853,0.0100002,74.9999
0.264,425.339,346.303,50.8482,0.0150857,0.0100002,74.9999
0.275,428.632,346.303,51.0643,0.0153202,0.0100002,74.9999
0.286,431.925,346.304,51.2785,0.0155565,0.0100002,74.9999
0.297,435.219,346.304,51.4907,0.0157947,0.0100002,74.9999
0.308,438.512,346.304,51.701,0.0160346,0.0100002,74.9999
0.319,441.805,346.304,51.9093,0.0162763,0.0100002,74.9999
0.33,445.098,346.304,52.1157,0.0165199,0.0100003,74.9998
0.341,448.392,346.305,52.3202,0.0167653,0.0100003,74.9998
0.352,451.685,346.305,52.5228,0.0170124,0.0100003,74.9998
0.363,454.978,346.305,52.7235,0.0172614,0.0100003,74.9998
0.374,458.271,346.305,52.9225,0.0175122,0.0100003,74.9998
0.385,461.565,346.306,53.1196,0.0177648,0.0100003,74.9998
0.396,464.858,346.306,53.3149,0.0180192,0.0100003,74.9998
0.407,468.151,346.306,53.5085,0.0182754,0.0100004,74.9998
0.418,471.444,346.306,53.7003,0.0185334,0.0100004,74.9998
0.429,474.738,346.307,53.8904,0.0187933,0.0100004,74.9998
0.44,478.031,346.307,54.0787,0.0190549,0.0100004,74.9998
0.451,481.324,346.307,54.2654,0.0193184,0.0100004,74.9998
0.462,484.617,346.308,54.4504,0.0195836,0.0100004,74.9998
0.473,487.91,346.308,54.6337,0.0198507,0.0100005,74.9998
0.484,491.204,346.308,54.8154,0.0201195,0.0100005,74.9998
0.495,494.497,346.308,54.9955,0.0203902,0.0100005,74.9998
0.506,497.79,346.309,55.174,0.0206627,0.0100005,74.9998
0.517,501.083,346.309,55.3508,0.020937,0.0100005,74.9998
0.528,504.376,346.309,55.5262,0.0212131,0.0100005,74.9998
0.539,507.669,346.31,55.6999,0.021491,0.0100006,74.9998
0.55,510.963,346.31,55.8722,0.0217708,0.0100006,74.9998
0.561,514.256,346.31,56.0429,0.0220523,0.0100006,74.9998
0.572,517.549,346.311,56.2121,0.0223356,0.0100006,74.9997
0.583,520.842,346.311,56.3798,0.0226208,0.0100006,74.9997
0.594,524.135,346.311,56.5461,0.0229077,0.0100007,74.9997
0.605,527.429,346.312,56.7109,0.0231965,0.0100007,74.9997
0.616,530.722,346.312,56.8743,0.0234871,0.0100007,74.9997
0.627,534.015,346.313,57.0363,0.0237795,0.0100007,74.9997
0.638,537.308,346.313,57.1969,0.0240736,0.0100008,74.9997
0.649,540.601,346.313,57.3561,0.0243696,0.0100008,74.9997
0.66,543.894,346.314,57.5139,0.0246674,0.0100008,74.9997
0.671,547.187,346.314,57.6703,0.0249671,0.0100008,74.9997
0.682,550.481,346.315,57.8255,0.0252685,0.0100009,74.9997
0.693,553.774,346.315,57.9793,0.0255717,0.0100009,74.9997
0.704,557.067,346.316,58.1317,0.0258768,0.0100009,74.9997
0.715,560.36,346.316,58.2829,0.0261836,0.0100009,74.9997
0.726,563.653,346.316,58.4328,0.0264923,0.010001,74.9997
0.737,566.946,346.317,58.5815,0.0268027,0.010001,74.9997
0.748,570.239,346.317,58.7289,0.027115,0.010001,74.9997
0.759,573.533,346.318,58.875,0.0274291,0.010001,74.9997
0.77,576.826,346.318,59.02,0.027745,0.0100011,74.9997
0.781,580.119,346.319,59.1637,0.0280627,0.0100011,74.9997
0.792,583.412,346.319,59.3062,0.0283822,0.0100011,74.9997
0.803,586.705,346.32,59.4475,0.0287035,0.0100011,74.9997
0.814,589.998,346.32,59.5877,0.0290266,0.0100012,74.9996
0.825,593.291,346.321,59.7267,0.0293515,0.0100012,74.9996
0.836,596.584,346.321,59.8645,0.0296783,0.0100012,74.9996
0.847,599.877,346.322,60.0013,0.0300068,0.0100013,74.9996
0.858,603.171,346.322,60.1368,0.0303372,0.0100013,74.9996
0.869,606.464,346.323,60.2713,0.0306694,0.0100013,74.9996
0.88,609.757,346.324,60.4047,0.0310033,0.0100014,74.9996
0.891,613.05,346.324,60.537,0.0313391,0.0100014,74.9996
0.902,616.343,346.325,60.6682,0.0316767,0.0100014,74.9996
0.913,619.636,346.325,60.7984,0.0320161,0.0100015,74.9996
0.924,622.929,346.326,60.9275,0.0323573,0.0100015,74.9996
0.935,626.222,346.327,61.0556,0.0327003,0.0100015,74.9996
0.946,629.515,346.327,61.1827,0.0330451,0.0100016,74.9996
0.957,632.808,346.328,61.3087,0.0333918,0.0100016,74.9996
0.968,636.101,346.328,61.4337,0.0337402,0.0100016,74.9996
0.979,639.394,346.329,61.5577,0.0340905,0.0100017,74.9996
0.99,642.687,346.33,61.6808,0.0344425,0.0100017,74.9996
