x,time,relative_density,v_perp,v_para,pitch_angle,v_perp_eV,v_para_eV,energy,energy_density,inval_lat
2,2.887,1,864.707,346.699,68.152,0.0623496,0.0100231,0.0723726,0.0723726,74.9982
3,5.767,1,1381.67,348.013,75.8626,0.159186,0.0100992,0.169286,0.168875,74.9964
4,8.63,1,1895.4,350.765,79.5154,0.29957,0.0102595,0.30983,0.307254,74.9946
5,11.464,1,2403.74,355.437,81.5887,0.481804,0.0105346,0.492339,0.4833,74.9928
6,14.251,1,2903.46,362.425,82.8848,0.702953,0.0109529,0.713906,0.689177,74.991
7,16.976,1,3391.86,372.027,83.7407,0.959337,0.011541,0.970878,0.916399,74.9892
8,19.622,1,3865.9,384.409,84.3214,1.24623,0.012322,1.25855,1.15349,74.9874
9,22.175,1,4323.07,399.609,84.7188,1.5584,0.0133157,1.57172,1.38989,74.9856
10,24.624,1,4761.4,417.544,84.9883,1.89045,0.0145378,1.90499,1.61597,74.9838
11,26.963,1,5179.82,438.049,85.1661,2.2373,0.0160007,2.2533,1.82559,74.982
12,29.189,1,5577.79,460.89,85.2764,2.5943,0.0177129,2.61201,2.01397,74.9802
13,31.303,1,5955.51,485.816,85.3365,2.95755,0.0196806,2.97723,2.18007,74.9784
14,33.308,1,6313.51,512.56,85.3586,3.32382,0.0219071,3.34572,2.32358,74.9766
15,35.207,1,6652.35,540.842,85.352,3.69016,0.0243913,3.71455,2.44335,74.9748
16,37.008,1,6973.47,570.455,85.3234,4.05502,0.0271355,4.08216,2.54658,74.973
17,38.715,1,7277.59,601.15,85.2779,4.41642,0.0301343,4.44656,2.62912,74.9712
18,40.337,1,7566.34,632.785,85.2194,4.77383,0.0333894,4.80722,2.70084,74.9694
19,41.878,1,7840.44,665.155,85.1508,5.12597,0.0368928,5.16287,2.75579,74.9676
20,43.345,1,8101.16,698.139,85.0746,5.47254,0.0406423,5.51318,2.80147,74.9658
21,44.745,1,8349.74,731.651,84.9922,5.81355,0.0446378,5.85818,2.84082,74.964
22,46.081,1,8586.75,765.539,84.9053,6.14826,0.0488686,6.19713,2.86781,74.9622
23,47.359,1,8813.25,799.746,84.815,6.4769,0.0533334,6.53023,2.89077,74.9604
24,48.583,1,9029.98,834.189,84.722,6.79936,0.0580262,6.85739,2.90732,74.9586
25,49.757,1,9237.65,868.808,84.6271,7.1157,0.0629423,7.17865,2.9192,74.9568
26,50.886,1,9437.16,903.592,84.5307,7.42639,0.0680831,7.49447,2.93081,74.955
27,51.972,1,9628.88,938.459,84.4334,7.7312,0.0734388,7.80464,2.93586,74.9532
28,53.018,1,9813.35,973.372,84.3354,8.03027,0.0790047,8.10927,2.9381,74.9514
29,54.027,1,9991.12,1008.31,84.2372,8.32383,0.0847778,8.40861,2.93879,74.9496
30,55.002,1,10162.7,1043.26,84.1388,8.6122,0.0907573,8.70295,2.93917,74.9478
31,55.945,1,10328.5,1078.2,84.0404,8.89547,0.0969379,8.99241,2.93725,74.946
32,56.858,1,10488.8,1113.1,83.9423,9.1738,0.103316,9.27711,2.93384,74.9442
33,57.743,1,10644.1,1147.96,83.8444,9.44738,0.109888,9.55727,2.92975,74.9424
34,58.601,1,10794.4,1182.74,83.7471,9.71616,0.116646,9.83281,2.92226,74.9406
35,59.434,1,10940.2,1217.42,83.6503,9.98043,0.123589,10.104,2.91536,74.9388
36,60.244,1,11081.9,1252.05,83.554,10.2405,0.130718,10.3712,2.90983,74.937
37,61.032,1,11219.5,1286.58,83.4583,10.4964,0.138028,10.6345,2.90265,74.9352
38,61.799,1,11353.3,1321.01,83.3632,10.7483,0.145514,10.8938,2.8942,74.9334
39,62.546,1,11483.5,1355.32,83.2689,10.9962,0.153172,11.1494,2.88485,74.9316
40,63.275,1,11610.4,1389.55,83.1752,11.2405,0.161007,11.4015,2.87902,74.9298
41,63.986,1,11734,1423.66,83.0822,11.4812,0.169009,11.6502,2.86916,74.928
42,64.68,1,11854.5,1457.65,82.99,11.7182,0.177174,11.8954,2.85951,74.9263
43,65.358,1,11972.1,1491.52,82.8985,11.9519,0.185503,12.1374,2.85041,74.9245
44,66.021,1,12087,1525.28,82.8078,12.1823,0.193996,12.3763,2.84222,74.9227
45,66.67,1,12199.3,1558.94,82.7177,12.4098,0.202654,12.6124,2.83528,74.9209
46,67.304,1,12308.9,1592.43,82.6285,12.6337,0.211453,12.8452,2.82087,74.9191
47,67.926,1,12416.3,1625.86,82.5398,12.8551,0.220424,13.0756,2.81711,74.9173
48,68.535,1,12521.3,1659.14,82.4519,13.0735,0.229542,13.303,2.80622,74.9155
49,69.131,1,12623.9,1692.25,82.3649,13.2887,0.238795,13.5275,2.79266,74.9137
50,69.717,1,12724.7,1725.33,82.2784,13.5018,0.248222,13.75,2.79097,74.9119
51,70.291,1,12823.4,1758.24,82.1927,13.7119,0.25778,13.9697,2.77749,74.9101
52,70.854,1,12920,1791,82.1078,13.9194,0.267476,14.1868,2.7666,74.9083
53,71.408,1,13014.9,1823.71,82.0234,14.1247,0.277336,14.4021,2.76368,74.9065
54,71.951,1,13107.9,1856.23,81.9399,14.3272,0.287315,14.6145,2.74877,74.9047
55,72.485,1,13199.2,1888.66,81.8569,14.5275,0.297442,14.825,2.74213,74.9029
56,73.01,1,13288.9,1920.97,81.7746,14.7256,0.307707,15.0333,2.7338,74.9011
57,73.526,1,13376.9,1953.15,81.693,14.9213,0.318102,15.2394,2.72377,74.8994
58,74.034,1,13463.5,1985.24,81.612,15.115,0.328641,15.4436,2.71748,74.8976
59,74.534,1,13548.5,2017.22,81.5315,15.3066,0.339315,15.6459,2.70972,74.8958
60,75.026,1,13632.2,2049.08,81.4517,15.4962,0.350117,15.8463,2.70051,74.894
61,75.51,1,13714.3,2080.79,81.3726,15.6835,0.361039,16.0445,2.68984,74.8922
62,75.987,1,13795.2,2112.42,81.2941,15.869,0.372096,16.2411,2.68341,74.8904
63,76.457,1,13874.8,2143.93,81.2161,16.0526,0.383282,16.4359,2.67575,74.8886
64,76.92,1,13953.1,2175.33,81.1387,16.2343,0.394589,16.6289,2.66685,74.8868
65,77.376,1,14030.1,2206.59,81.062,16.414,0.406011,16.8201,2.65672,74.885
66,77.826,1,14106,2237.77,80.9858,16.5921,0.417566,17.0097,2.65132,74.8832
67,78.27,1,14180.8,2268.85,80.91,16.7686,0.429247,17.1978,2.64491,74.8814
68,78.708,1,14254.5,2299.83,80.8348,16.9434,0.44105,17.3844,2.63747,74.8797
69,79.14,1,14327.1,2330.7,80.7602,17.1164,0.452968,17.5694,2.62902,74.8779
70,79.566,1,14398.6,2361.44,80.6862,17.2877,0.464995,17.7527,2.61955,74.8761
71,79.987,1,14469.2,2392.11,80.6125,17.4576,0.477152,17.9347,2.61535,74.8743
72,80.402,1,14538.7,2422.63,80.5395,17.6257,0.489406,18.1151,2.604,74.8725
73,80.813,1,14607.4,2453.14,80.4668,17.7927,0.501809,18.2945,2.60445,74.8707
74,81.218,1,14675.1,2483.47,80.3948,17.9578,0.514298,18.4721,2.59135,74.8689
75,81.618,1,14741.8,2513.71,80.3232,18.1215,0.526895,18.6484,2.58378,74.8671
76,82.013,1,14807.6,2543.82,80.2522,18.2837,0.539596,18.8233,2.5754,74.8653
77,82.404,1,14872.6,2573.89,80.1815,18.4447,0.552428,18.9971,2.57287,74.8636
78,82.79,1,14936.8,2603.83,80.1114,18.6041,0.565354,19.1694,2.56301,74.8618
79,83.172,1,15000.2,2633.7,80.0416,18.7624,0.578401,19.3408,2.55912,74.86
80,83.55,1,15062.8,2663.51,79.9722,18.9194,0.591565,19.511,2.55461,74.8582
81,83.923,1,15124.6,2693.15,79.9035,19.0748,0.604808,19.6796,2.54261,74.8564
82,84.292,1,15185.6,2722.71,79.8351,19.229,0.618158,19.8472,2.53676,74.8546
83,84.658,1,15246,2752.26,79.767,19.3824,0.631648,20.014,2.53728,74.8528
84,85.019,1,15305.5,2781.63,79.6995,19.534,0.6452,20.1792,2.52328,74.851
85,85.377,1,15364.5,2810.98,79.6322,19.6848,0.658885,20.3437,2.52271,74.8493
86,85.731,1,15422.7,2840.21,79.5655,19.8343,0.67266,20.507,2.51454,74.8475
87,86.081,1,15480.2,2869.32,79.4992,19.9825,0.68652,20.669,2.50577,74.8457
88,86.428,1,15537.1,2898.39,79.4332,20.1297,0.700501,20.8302,2.50367,74.8439
89,86.771,1,15593.3,2927.33,79.3677,20.2756,0.714559,20.9902,2.49381,74.8421
90,87.111,1,15649,2956.21,79.3024,20.4206,0.728731,21.1493,2.49074,74.8403
91,87.448,1,15704.1,2985.04,79.2376,20.5645,0.743012,21.3076,2.48724,74.8385
92,87.781,1,15758.4,3013.72,79.1732,20.7071,0.757357,21.4645,2.47582,74.8368
93,88.111,1,15812.2,3042.33,79.1092,20.8488,0.771804,21.6206,2.47135,74.835
94,88.438,1,15865.4,3070.86,79.0455,20.9894,0.78635,21.7757,2.46646,74.8332
95,88.763,1,15918.3,3099.4,78.982,21.1294,0.801036,21.9305,2.46879,74.8314
96,89.084,1,15970.4,3127.78,78.919,21.268,0.815768,22.0838,2.45546,74.8296
97,89.402,1,16022,3156.06,78.8564,21.4056,0.830588,22.2362,2.44929,74.8278
98,89.718,1,16073.2,3184.34,78.7939,21.5426,0.84554,22.3881,2.45052,74.8261
99,90.03,1,16123.6,3212.43,78.7321,21.6781,0.860525,22.5386,2.43576,74.8243
100,90.34,1,16173.7,3240.51,78.6704,21.8129,0.875635,22.6886,2.43625,74.8225
101,90.647,1,16223.2,3268.49,78.6091,21.9467,0.890818,22.8376,2.42852,74.8207
102,90.952,1,16272.4,3296.44,78.5481,22.0799,0.906121,22.986,2.42838,74.8189
103,91.254,1,16321,3324.28,78.4874,22.212,0.921492,23.1335,2.41992,74.8171
104,91.554,1,16369.2,3352.1,78.4269,22.3434,0.936977,23.2804,2.41916,74.8154
