x,time,relative_density,v_perp,v_para,pitch_angle,v_perp_eV,v_para_eV,energy,energy_density,inval_lat
2,2.884,1,1951.95,347.873,79.8949,0.317712,0.0100911,0.327803,0.327803,74.9982
3,5.733,1,3537.54,355.711,84.258,1.04352,0.0105509,1.05407,1.05407,74.9964
4,8.482,1,5066.89,373.973,85.7788,2.14081,0.0116621,2.15248,2.15248,74.9946
5,11.058,1,6499.38,404.723,86.4367,3.5224,0.0136588,3.53606,3.53606,74.9928
6,13.412,1,7807.74,447.609,86.7189,5.0833,0.0167068,5.10001,5.10001,74.991
7,15.527,1,8982.57,500.603,86.8102,6.72817,0.0208969,6.74906,6.74906,74.9892
8,17.414,1,10030,561.177,86.7977,8.38881,0.02626,8.41507,8.41507,74.9874
9,19.1,1,10965.2,627.136,86.7266,10.0261,0.0327958,10.0589,10.0589,74.9856
10,20.613,1,11803.8,696.719,86.622,11.6181,0.0404772,11.6586,11.6586,74.9838
11,21.979,1,12560.1,768.625,86.4981,13.1548,0.0492634,13.2041,13.2041,74.982
12,23.222,1,13247.8,842.019,86.3632,14.6346,0.0591206,14.6937,14.6937,74.9802
13,24.36,1,13876.7,916.222,86.2225,16.0571,0.0699997,16.1271,16.1271,74.9784
14,25.409,1,14455.9,990.83,86.079,17.4254,0.081864,17.5073,17.5073,74.9766
15,26.382,1,14992.5,1065.57,85.9346,18.7431,0.0946802,18.8378,18.8378,74.9748
16,27.289,1,15492.2,1140.21,85.7907,20.0134,0.108409,20.1218,20.1218,74.973
17,28.139,1,15960,1214.65,85.6478,21.2402,0.123027,21.3632,21.3632,74.9712
18,28.938,1,16399.2,1288.71,85.5067,22.4254,0.138485,22.5639,22.5639,74.9694
19,29.693,1,16813.8,1362.4,85.3675,23.5735,0.154777,23.7283,23.7283,74.9676
20,30.408,1,17205.9,1435.61,85.2305,24.686,0.171857,24.8578,24.8578,74.9658
21,31.087,1,17577.9,1508.27,85.0957,25.7649,0.189694,25.9546,25.9546,74.964
22,31.735,1,17932.5,1580.53,84.9631,26.8148,0.208304,27.0231,27.0231,74.9622
23,32.354,1,18270.8,1652.25,84.8327,27.8361,0.227639,28.0638,28.0638,74.9604
24,32.946,1,18593.9,1723.36,84.7047,28.8296,0.247654,29.0772,29.0772,74.9586
25,33.515,1,18904.2,1794.05,84.5787,29.7996,0.268389,30.068,30.068,74.9568
26,34.062,1,19202.1,1864.22,84.4548,30.7461,0.289794,31.0359,31.0359,74.955
27,34.588,1,19488.2,1933.76,84.3332,31.6692,0.311818,31.981,31.981,74.9532
28,35.096,1,19764.1,2002.88,84.2135,32.5724,0.334505,32.9069,32.9069,74.9514
29,35.587,1,20030.5,2071.52,84.0956,33.4564,0.357826,33.8143,33.8143,74.9496
30,36.062,1,20287.9,2139.67,83.9796,34.3218,0.381757,34.7036,34.7036,74.9478
31,36.522,1,20536.9,2207.31,83.8654,35.1694,0.406278,35.5756,35.5756,74.946
32,36.968,1,20778,2274.47,83.753,35.9999,0.431377,36.4313,36.4313,74.9442
33,37.402,1,21012.3,2341.32,83.642,36.8164,0.457106,37.2735,37.2735,74.9424
34,37.823,1,21239.3,2407.59,83.5328,37.6162,0.483349,38.0995,38.0995,74.9406
35,38.233,1,21460.1,2473.49,83.4251,38.4023,0.51017,38.9125,38.9125,74.9388
36,38.632,1,21674.7,2538.92,83.319,39.1742,0.537518,39.7117,39.7117,74.937
37,39.021,1,21883.6,2603.95,83.2142,39.9331,0.565407,40.4985,40.4985,74.9352
38,39.4,1,22086.9,2668.5,83.111,40.6786,0.593787,41.2724,41.2724,74.9334
39,39.77,1,22285.2,2732.66,83.0092,41.4121,0.622683,42.0348,42.0348,74.9316
40,40.132,1,22478.9,2796.53,82.9084,42.1351,0.652132,42.7873,42.7873,74.9298
41,40.486,1,22668.1,2860.05,82.8089,42.8473,0.682092,43.5294,43.5294,74.928
42,40.831,1,22852.2,2922.97,82.711,43.5463,0.712432,44.2587,44.2587,74.9263
43,41.17,1,23032.9,2985.77,82.6139,44.2376,0.743376,44.981,44.981,74.9245
44,41.501,1,23209.1,3048.04,82.5182,44.9171,0.774703,45.6918,45.6918,74.9227
45,41.826,1,23381.9,3110.08,82.4234,45.5884,0.806565,46.3949,46.3949,74.9209
46,42.145,1,23551.3,3171.87,82.3296,46.2512,0.838929,47.0902,47.0902,74.9191
47,42.457,1,23716.7,3233.15,82.2371,46.9033,0.871658,47.775,47.775,74.9173
48,42.763,1,23878.8,3294.07,82.1456,47.5465,0.904818,48.4513,48.4513,74.9155
49,43.064,1,24038,3354.8,82.055,48.1826,0.938486,49.1211,49.1211,74.9137
50,43.36,1,24194.3,3415.29,81.9652,48.8114,0.972635,49.784,49.784,74.9119
51,43.65,1,24347.3,3475.3,81.8765,49.4306,1.00712,50.4377,50.4377,74.9101
52,43.935,1,24497.4,3535.01,81.7888,50.0422,1.04202,51.0842,51.0842,74.9083
53,44.216,1,24645.3,3594.58,81.7018,50.648,1.07744,51.7254,51.7254,74.9065
54,44.492,1,24790.3,3653.78,81.6157,51.2458,1.11322,52.359,52.359,74.9047
